00:00:02.835 ->  SD OK~
00:00:02.913 ->  BREAK STOP~
00:00:03.170 ->  Controller Err~
00:00:04.428 ->  START~
00:00:18.641 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.697 ->  ERROR OCCUR  ~
00:00:18.752 ->  BREAK STOP  ~
00:00:18.810 ->  ERROR OCCUR  ~
00:00:18.865 ->  BREAK STOP  ~
00:00:18.922 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.977 ->  ERROR OCCUR  ~
00:00:19.033 ->  BREAK STOP  ~
00:00:19.089 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.145 ->  ERROR OCCUR  ~
00:00:19.200 ->  BREAK STOP  ~
00:00:19.255 ->  ERROR OCCUR  ~
00:00:19.310 ->  BREAK STOP  ~
00:00:19.365 ->  ERROR OCCUR  ~
00:00:19.420 ->  BREAK STOP  ~
00:00:19.477 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.535 ->  ERROR OCCUR  ~
00:00:19.590 ->  BREAK STOP  ~
00:00:19.647 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.748 ->  ERROR OCCUR  ~
00:00:19.804 ->  BREAK STOP  ~
00:00:19.858 ->  ERROR OCCUR  ~
00:00:19.913 ->  BREAK STOP  ~
00:00:19.969 ->  ERROR OCCUR  ~
00:00:20.024 ->  BREAK STOP  ~
00:00:20.080 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.135 ->  ERROR OCCUR  ~
00:00:20.191 ->  BREAK STOP  ~
00:00:20.248 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.306 ->  ERROR OCCUR  ~
00:00:20.361 ->  BREAK STOP  ~
00:00:20.416 ->  ERROR OCCUR  ~
00:00:20.470 ->  BREAK STOP  ~
00:00:20.527 ->  ERROR OCCUR  ~
00:00:20.581 ->  BREAK STOP  ~
00:00:20.638 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.694 ->  ERROR OCCUR  ~
00:00:20.748 ->  BREAK STOP  ~
00:00:20.805 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.860 ->  ERROR OCCUR  ~
00:00:20.916 ->  BREAK STOP  ~
00:00:20.971 ->  ERROR OCCUR  ~
00:00:21.025 ->  BREAK STOP  ~
00:00:21.085 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.141 ->  ERROR OCCUR  ~
00:00:21.195 ->  BREAK STOP  ~
00:00:21.253 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.308 ->  ERROR OCCUR  ~
00:00:21.362 ->  BREAK STOP  ~
00:00:21.417 ->  ERROR OCCUR  ~
00:00:21.472 ->  BREAK STOP  ~
00:00:21.529 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.584 ->  ERROR OCCUR  ~
00:00:21.639 ->  BREAK STOP  ~
00:00:21.696 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.754 ->  ERROR OCCUR  ~
00:00:21.810 ->  BREAK STOP  ~
00:00:21.880 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:21.936 ->  ERROR OCCUR  ~
00:00:21.990 ->  BREAK STOP  ~
00:00:22.047 ->  (110,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:22.103 ->  ERROR OCCUR  ~
00:00:22.157 ->  BREAK STOP  ~
00:00:22.213 ->  (107,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:22.268 ->  ERROR OCCUR  ~
00:00:22.323 ->  BREAK STOP  ~
00:00:22.378 ->  ERROR OCCUR  ~
00:00:22.433 ->  BREAK STOP  ~
00:00:22.493 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:22.548 ->  ERROR OCCUR  ~
00:00:22.602 ->  BREAK STOP  ~
00:00:22.658 ->  ERROR OCCUR  ~
00:00:22.712 ->  BREAK STOP  ~
00:00:22.767 ->  ERROR OCCUR  ~
00:00:22.822 ->  BREAK STOP  ~
00:00:22.879 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:22.934 ->  ERROR OCCUR  ~
00:00:22.989 ->  BREAK STOP  ~
00:00:23.046 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:23.101 ->  ERROR OCCUR  ~
00:00:23.155 ->  BREAK STOP  ~
00:00:23.216 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:23.271 ->  ERROR OCCUR  ~
00:00:23.325 ->  BREAK STOP  ~
00:00:23.383 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:23.438 ->  ERROR OCCUR  ~
00:00:23.492 ->  BREAK STOP  ~
00:00:23.547 ->  ERROR OCCUR  ~
00:00:23.603 ->  BREAK STOP  ~
00:00:23.659 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:23.714 ->  ERROR OCCUR  ~
00:00:23.769 ->  BREAK STOP  ~
00:00:23.826 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:23.884 ->  ERROR OCCUR  ~
00:00:23.939 ->  BREAK STOP  ~
00:00:23.996 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:24.051 ->  ERROR OCCUR  ~
00:00:24.105 ->  BREAK STOP  ~
00:00:24.161 ->  ERROR OCCUR  ~
00:00:24.216 ->  BREAK STOP  ~
00:00:24.270 ->  ERROR OCCUR  ~
00:00:24.326 ->  BREAK STOP  ~
00:00:24.382 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:24.437 ->  ERROR OCCUR  ~
00:00:24.493 ->  BREAK STOP  ~
00:00:24.550 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:24.607 ->  ERROR OCCUR  ~
00:00:24.663 ->  BREAK STOP  ~
00:00:24.718 ->  ERROR OCCUR  ~
00:00:24.772 ->  BREAK STOP  ~
00:00:24.827 ->  ERROR OCCUR  ~
00:00:24.882 ->  BREAK STOP  ~
00:00:24.939 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:24.994 ->  ERROR OCCUR  ~
00:00:25.049 ->  BREAK STOP  ~
00:00:25.106 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:25.161 ->  ERROR OCCUR  ~
00:00:25.216 ->  BREAK STOP  ~
00:00:25.271 ->  ERROR OCCUR  ~
00:00:25.326 ->  BREAK STOP  ~
00:00:25.385 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:25.441 ->  ERROR OCCUR  ~
00:00:25.495 ->  BREAK STOP  ~
00:00:25.552 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:25.608 ->  ERROR OCCUR  ~
00:00:25.662 ->  BREAK STOP  ~
00:00:25.717 ->  ERROR OCCUR  ~
00:00:25.773 ->  BREAK STOP  ~
00:00:25.828 ->  ERROR OCCUR  ~
00:00:25.882 ->  BREAK STOP  ~
00:00:25.939 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:25.995 ->  ERROR OCCUR  ~
00:00:26.049 ->  BREAK STOP  ~
00:00:26.108 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:26.164 ->  ERROR OCCUR  ~
00:00:26.219 ->  BREAK STOP  ~
00:00:26.273 ->  ERROR OCCUR  ~
00:00:26.329 ->  BREAK STOP  ~
00:00:26.385 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:26.440 ->  ERROR OCCUR  ~
00:00:26.496 ->  BREAK STOP  ~
00:00:26.553 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:26.607 ->  ERROR OCCUR  ~
00:00:26.662 ->  BREAK STOP  ~
00:00:26.718 ->  ERROR OCCUR  ~
00:00:26.772 ->  BREAK STOP  ~
00:00:26.829 ->  ERROR OCCUR  ~
00:00:26.885 ->  BREAK STOP  ~
00:00:26.941 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:26.996 ->  ERROR OCCUR  ~
00:00:27.052 ->  BREAK STOP  ~
00:00:27.108 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:27.163 ->  ERROR OCCUR  ~
00:00:27.217 ->  BREAK STOP  ~
00:00:27.275 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:27.330 ->  ERROR OCCUR  ~
00:00:27.384 ->  BREAK STOP  ~
00:00:27.442 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:27.499 ->  ERROR OCCUR  ~
00:00:27.553 ->  BREAK STOP  ~
00:00:27.609 ->  ERROR OCCUR  ~
00:00:27.663 ->  BREAK STOP  ~
00:00:27.720 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:27.774 ->  ERROR OCCUR  ~
00:00:27.830 ->  BREAK STOP  ~
00:00:27.885 ->  ERROR OCCUR  ~
00:00:27.939 ->  BREAK STOP  ~
00:00:27.996 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:28.051 ->  ERROR OCCUR  ~
00:00:28.105 ->  BREAK STOP  ~
00:00:28.163 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:28.221 ->  ERROR OCCUR  ~
00:00:28.275 ->  BREAK STOP  ~
00:00:28.331 ->  ERROR OCCUR  ~
00:00:28.385 ->  BREAK STOP  ~
00:00:28.442 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:28.497 ->  ERROR OCCUR  ~
00:00:28.552 ->  BREAK STOP  ~
00:00:28.609 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:28.664 ->  ERROR OCCUR  ~
00:00:28.719 ->  BREAK STOP  ~
00:00:28.776 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:28.831 ->  ERROR OCCUR  ~
00:00:28.886 ->  BREAK STOP  ~
00:00:28.946 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:29.00 ->  ERROR OCCUR  ~
00:00:29.056 ->  BREAK STOP  ~
00:00:29.111 ->  ERROR OCCUR  ~
00:00:29.165 ->  BREAK STOP  ~
00:00:29.222 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:29.278 ->  ERROR OCCUR  ~
00:00:29.332 ->  BREAK STOP  ~
00:00:29.388 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:29.445 ->  ERROR OCCUR  ~
00:00:29.499 ->  BREAK STOP  ~
00:00:29.554 ->  ERROR OCCUR  ~
00:00:29.608 ->  BREAK STOP  ~
00:00:29.668 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:29.723 ->  ERROR OCCUR  ~
00:00:29.778 ->  BREAK STOP  ~
00:00:29.834 ->  ERROR OCCUR  ~
00:00:29.888 ->  BREAK STOP  ~
00:00:29.945 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:30.001 ->  ERROR OCCUR  ~
00:00:30.056 ->  BREAK STOP  ~
00:00:30.110 ->  ERROR OCCUR  ~
00:00:30.166 ->  BREAK STOP  ~
00:00:30.222 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:30.277 ->  ERROR OCCUR  ~
00:00:30.332 ->  BREAK STOP  ~
00:00:30.387 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:30.442 ->  ERROR OCCUR  ~
00:00:30.496 ->  BREAK STOP  ~
00:00:30.554 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:30.609 ->  ERROR OCCUR  ~
00:00:30.664 ->  BREAK STOP  ~
00:00:30.721 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:30.776 ->  ERROR OCCUR  ~
00:00:30.831 ->  BREAK STOP  ~
00:00:30.886 ->  ERROR OCCUR  ~
00:00:30.941 ->  BREAK STOP  ~
00:00:30.998 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:31.055 ->  ERROR OCCUR  ~
00:00:31.111 ->  BREAK STOP  ~
00:00:31.166 ->  ERROR OCCUR  ~
00:00:31.220 ->  BREAK STOP  ~
00:00:31.276 ->  ERROR OCCUR  ~
00:00:31.330 ->  BREAK STOP  ~
00:00:31.387 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:31.442 ->  ERROR OCCUR  ~
00:00:31.497 ->  BREAK STOP  ~
00:00:31.554 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:31.609 ->  ERROR OCCUR  ~
00:00:31.664 ->  BREAK STOP  ~
00:00:31.719 ->  ERROR OCCUR  ~
00:00:31.776 ->  BREAK STOP  ~
00:00:31.832 ->  ERROR OCCUR  ~
00:00:31.886 ->  BREAK STOP  ~
00:00:31.943 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:31.998 ->  ERROR OCCUR  ~
00:00:32.054 ->  BREAK STOP  ~
00:00:32.110 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:32.165 ->  ERROR OCCUR  ~
00:00:32.220 ->  BREAK STOP  ~
00:00:32.277 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:32.332 ->  ERROR OCCUR  ~
00:00:32.387 ->  BREAK STOP  ~
00:00:32.444 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:32.501 ->  ERROR OCCUR  ~
00:00:32.557 ->  BREAK STOP  ~
00:00:32.612 ->  ERROR OCCUR  ~
