00:00:00.830 ->  SD OK~
00:00:00.905 ->  BREAK STOP~
00:00:00.159 ->  Controller Err~
00:00:00.415 ->  START~
00:00:00.894 ->  (111,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.946 ->  ERROR OCCUR  ~
00:00:00.999 ->  BREAK STOP  ~
00:00:00.053 ->  (110,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.108 ->  ERROR OCCUR  ~
00:00:00.160 ->  BREAK STOP  ~
00:00:00.215 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.267 ->  ERROR OCCUR  ~
00:00:00.319 ->  BREAK STOP  ~
00:00:00.371 ->  ERROR OCCUR  ~
00:00:00.424 ->  BREAK STOP  ~
00:00:00.478 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.531 ->  ERROR OCCUR  ~
00:00:00.582 ->  BREAK STOP  ~
00:00:00.635 ->  ERROR OCCUR  ~
00:00:00.687 ->  BREAK STOP  ~
00:00:00.740 ->  ERROR OCCUR  ~
00:00:00.791 ->  BREAK STOP  ~
00:00:00.849 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.901 ->  ERROR OCCUR  ~
00:00:00.953 ->  BREAK STOP  ~
00:00:00.007 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.059 ->  ERROR OCCUR  ~
00:00:00.112 ->  BREAK STOP  ~
00:00:00.164 ->  ERROR OCCUR  ~
00:00:00.215 ->  BREAK STOP  ~
00:00:00.269 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.323 ->  ERROR OCCUR  ~
00:00:00.374 ->  BREAK STOP  ~
00:00:00.428 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.483 ->  ERROR OCCUR  ~
00:00:00.535 ->  BREAK STOP  ~
00:00:00.588 ->  ERROR OCCUR  ~
00:00:00.639 ->  BREAK STOP  ~
00:00:00.693 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.747 ->  ERROR OCCUR  ~
00:00:00.798 ->  BREAK STOP  ~
00:00:00.851 ->  ERROR OCCUR  ~
00:00:00.902 ->  BREAK STOP  ~
00:00:00.956 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.009 ->  ERROR OCCUR  ~
00:00:00.061 ->  BREAK STOP  ~
00:00:00.113 ->  ERROR OCCUR  ~
00:00:00.165 ->  BREAK STOP  ~
00:00:00.220 ->  ERROR OCCUR  ~
00:00:00.272 ->  BREAK STOP  ~
00:00:00.326 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.379 ->  ERROR OCCUR  ~
00:00:00.432 ->  BREAK STOP  ~
00:00:00.486 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.538 ->  ERROR OCCUR  ~
00:00:00.590 ->  BREAK STOP  ~
00:00:00.643 ->  ERROR OCCUR  ~
00:00:00.695 ->  BREAK STOP  ~
00:00:00.747 ->  ERROR OCCUR  ~
00:00:00.799 ->  BREAK STOP  ~
00:00:00.851 ->  ERROR OCCUR  ~
00:00:00.904 ->  BREAK STOP  ~
00:00:00.961 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.013 ->  ERROR OCCUR  ~
00:00:00.065 ->  BREAK STOP  ~
00:00:00.120 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.172 ->  ERROR OCCUR  ~
00:00:00.224 ->  BREAK STOP  ~
00:00:00.276 ->  ERROR OCCUR  ~
00:00:00.329 ->  BREAK STOP  ~
00:00:00.383 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.436 ->  ERROR OCCUR  ~
00:00:00.488 ->  BREAK STOP  ~
00:00:00.543 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.597 ->  ERROR OCCUR  ~
00:00:00.649 ->  BREAK STOP  ~
00:00:00.702 ->  ERROR OCCUR  ~
00:00:00.754 ->  BREAK STOP  ~
00:00:00.809 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.861 ->  ERROR OCCUR  ~
00:00:00.913 ->  BREAK STOP  ~
00:00:00.968 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.020 ->  ERROR OCCUR  ~
00:00:00.072 ->  BREAK STOP  ~
00:00:00.124 ->  ERROR OCCUR  ~
00:00:00.177 ->  BREAK STOP  ~
00:00:00.229 ->  ERROR OCCUR  ~
00:00:00.281 ->  BREAK STOP  ~
00:00:00.338 ->  (110,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.391 ->  ERROR OCCUR  ~
00:00:00.443 ->  BREAK STOP  ~
00:00:00.497 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.549 ->  ERROR OCCUR  ~
00:00:00.601 ->  BREAK STOP  ~
00:00:00.654 ->  ERROR OCCUR  ~
00:00:00.706 ->  BREAK STOP  ~
00:00:00.760 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.813 ->  ERROR OCCUR  ~
00:00:00.865 ->  BREAK STOP  ~
00:00:00.918 ->  ERROR OCCUR  ~
00:00:00.969 ->  BREAK STOP  ~
00:00:00.024 ->  ERROR OCCUR  ~
00:00:00.077 ->  BREAK STOP  ~
00:00:00.129 ->  ERROR OCCUR  ~
00:00:00.181 ->  BREAK STOP  ~
00:00:00.235 ->  (110,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.289 ->  ERROR OCCUR  ~
00:00:00.340 ->  BREAK STOP  ~
00:00:00.394 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.447 ->  ERROR OCCUR  ~
00:00:00.499 ->  BREAK STOP  ~
00:00:00.552 ->  ERROR OCCUR  ~
00:00:00.604 ->  BREAK STOP  ~
00:00:00.658 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.714 ->  ERROR OCCUR  ~
00:00:00.765 ->  BREAK STOP  ~
00:00:00.818 ->  ERROR OCCUR  ~
00:00:00.870 ->  BREAK STOP  ~
00:00:00.922 ->  ERROR OCCUR  ~
00:00:00.974 ->  BREAK STOP  ~
00:00:00.028 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.081 ->  ERROR OCCUR  ~
00:00:00.133 ->  BREAK STOP  ~
00:00:00.188 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.240 ->  ERROR OCCUR  ~
00:00:00.292 ->  BREAK STOP  ~
00:00:00.344 ->  ERROR OCCUR  ~
00:00:00.397 ->  BREAK STOP  ~
00:00:00.452 ->  ERROR OCCUR  ~
00:00:00.503 ->  BREAK STOP  ~
00:00:00.556 ->  ERROR OCCUR  ~
00:00:00.608 ->  BREAK STOP  ~
00:00:00.662 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.715 ->  ERROR OCCUR  ~
00:00:00.766 ->  BREAK STOP  ~
00:00:00.820 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.874 ->  ERROR OCCUR  ~
00:00:00.926 ->  BREAK STOP  ~
00:00:00.978 ->  ERROR OCCUR  ~
00:00:00.029 ->  BREAK STOP  ~
00:00:00.084 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.139 ->  ERROR OCCUR  ~
00:00:00.191 ->  BREAK STOP  ~
00:00:00.244 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.298 ->  ERROR OCCUR  ~
00:00:00.349 ->  BREAK STOP  ~
00:00:00.402 ->  ERROR OCCUR  ~
00:00:00.453 ->  BREAK STOP  ~
00:00:00.508 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.560 ->  ERROR OCCUR  ~
00:00:00.612 ->  BREAK STOP  ~
00:00:00.666 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.720 ->  ERROR OCCUR  ~
00:00:00.774 ->  BREAK STOP  ~
00:00:00.826 ->  ERROR OCCUR  ~
00:00:00.878 ->  BREAK STOP  ~
00:00:00.933 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.985 ->  ERROR OCCUR  ~
00:00:00.037 ->  BREAK STOP  ~
00:00:00.091 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.144 ->  ERROR OCCUR  ~
00:00:00.196 ->  BREAK STOP  ~
00:00:00.250 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.303 ->  ERROR OCCUR  ~
00:00:00.354 ->  BREAK STOP  ~
00:00:00.409 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.464 ->  ERROR OCCUR  ~
00:00:00.516 ->  BREAK STOP  ~
00:00:00.569 ->  ERROR OCCUR  ~
00:00:00.621 ->  BREAK STOP  ~
00:00:00.674 ->  ERROR OCCUR  ~
00:00:00.725 ->  BREAK STOP  ~
00:00:00.778 ->  ERROR OCCUR  ~
00:00:00.830 ->  BREAK STOP  ~
00:00:00.884 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.937 ->  ERROR OCCUR  ~
00:00:00.989 ->  BREAK STOP  ~
00:00:00.044 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.096 ->  ERROR OCCUR  ~
00:00:00.150 ->  BREAK STOP  ~
00:00:00.203 ->  ERROR OCCUR  ~
00:00:00.255 ->  BREAK STOP  ~
00:00:00.309 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.362 ->  ERROR OCCUR  ~
00:00:00.414 ->  BREAK STOP  ~
00:00:00.469 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.521 ->  ERROR OCCUR  ~
00:00:00.573 ->  BREAK STOP  ~
00:00:00.626 ->  ERROR OCCUR  ~
00:00:00.677 ->  BREAK STOP  ~
00:00:00.731 ->  ERROR OCCUR  ~
00:00:00.782 ->  BREAK STOP  ~
00:00:00.835 ->  ERROR OCCUR  ~
00:00:00.889 ->  BREAK STOP  ~
00:00:00.944 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.997 ->  ERROR OCCUR  ~
00:00:00.048 ->  BREAK STOP  ~
00:00:00.102 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.156 ->  ERROR OCCUR  ~
00:00:00.208 ->  BREAK STOP  ~
00:00:00.260 ->  ERROR OCCUR  ~
00:00:00.312 ->  BREAK STOP  ~
00:00:00.367 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.419 ->  ERROR OCCUR  ~
00:00:00.471 ->  BREAK STOP  ~
00:00:00.525 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.581 ->  ERROR OCCUR  ~
00:00:00.633 ->  BREAK STOP  ~
00:00:00.685 ->  ERROR OCCUR  ~
00:00:00.737 ->  BREAK STOP  ~
00:00:00.790 ->  ERROR OCCUR  ~
00:00:00.842 ->  BREAK STOP  ~
00:00:00.895 ->  ERROR OCCUR  ~
00:00:00.946 ->  BREAK STOP  ~
00:00:00.25000 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.054 ->  ERROR OCCUR  ~
00:00:00.105 ->  BREAK STOP  ~
00:00:00.159 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.212 ->  ERROR OCCUR  ~
00:00:00.267 ->  BREAK STOP  ~
00:00:00.320 ->  ERROR OCCUR  ~
00:00:00.371 ->  BREAK STOP  ~
00:00:00.425 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.479 ->  ERROR OCCUR  ~
00:00:00.531 ->  BREAK STOP  ~
00:00:00.585 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.637 ->  ERROR OCCUR  ~
00:00:00.690 ->  BREAK STOP  ~
00:00:00.742 ->  ERROR OCCUR  ~
00:00:00.794 ->  BREAK STOP  ~
00:00:00.848 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.902 ->  ERROR OCCUR  ~
00:00:00.956 ->  BREAK STOP  ~
00:00:00.025 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.078 ->  ERROR OCCUR  ~
00:00:00.130 ->  BREAK STOP  ~
00:00:00.182 ->  ERROR OCCUR  ~
00:00:00.234 ->  BREAK STOP  ~
00:00:00.289 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.341 ->  ERROR OCCUR  ~
00:00:00.393 ->  BREAK STOP  ~
00:00:00.447 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.500 ->  ERROR OCCUR  ~
00:00:00.551 ->  BREAK STOP  ~
00:00:00.604 ->  ERROR OCCUR  ~
00:00:00.658 ->  BREAK STOP  ~
00:00:00.713 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.765 ->  ERROR OCCUR  ~
00:00:00.817 ->  BREAK STOP  ~
00:00:00.871 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.924 ->  ERROR OCCUR  ~
00:00:00.976 ->  BREAK STOP  ~
00:00:00.028 ->  ERROR OCCUR  ~
00:00:00.079 ->  BREAK STOP  ~
00:00:00.133 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.186 ->  ERROR OCCUR  ~
00:00:00.238 ->  BREAK STOP  ~
00:00:00.292 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.347 ->  ERROR OCCUR  ~
00:00:00.400 ->  BREAK STOP  ~
00:00:00.452 ->  ERROR OCCUR  ~
00:00:00.504 ->  BREAK STOP  ~
00:00:00.558 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.611 ->  ERROR OCCUR  ~
00:00:00.663 ->  BREAK STOP  ~
00:00:00.715 ->  ERROR OCCUR  ~
00:00:00.767 ->  BREAK STOP  ~
00:00:00.820 ->  ERROR OCCUR  ~
00:00:00.872 ->  BREAK STOP  ~
00:00:00.926 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.979 ->  ERROR OCCUR  ~
00:00:00.034 ->  BREAK STOP  ~
00:00:00.088 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.140 ->  ERROR OCCUR  ~
00:00:00.192 ->  BREAK STOP  ~
00:00:00.244 ->  ERROR OCCUR  ~
00:00:00.297 ->  BREAK STOP  ~
00:00:00.351 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.404 ->  ERROR OCCUR  ~
00:00:00.455 ->  BREAK STOP  ~
00:00:00.510 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.563 ->  ERROR OCCUR  ~
00:00:00.615 ->  BREAK STOP  ~
00:00:00.667 ->  ERROR OCCUR  ~
00:00:00.722 ->  BREAK STOP  ~
00:00:00.775 ->  ERROR OCCUR  ~
00:00:00.827 ->  BREAK STOP  ~
00:00:00.881 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.934 ->  ERROR OCCUR  ~
00:00:00.986 ->  BREAK STOP  ~
00:00:00.040 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.092 ->  ERROR OCCUR  ~
00:00:00.145 ->  BREAK STOP  ~
00:00:00.197 ->  ERROR OCCUR  ~
00:00:00.249 ->  BREAK STOP  ~
00:00:00.303 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.357 ->  ERROR OCCUR  ~
00:00:00.411 ->  BREAK STOP  ~
00:00:00.465 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.517 ->  ERROR OCCUR  ~
00:00:00.570 ->  BREAK STOP  ~
00:00:00.623 ->  ERROR OCCUR  ~
00:00:00.674 ->  BREAK STOP  ~
00:00:00.728 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.782 ->  ERROR OCCUR  ~
00:00:00.833 ->  BREAK STOP  ~
00:00:00.887 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.940 ->  ERROR OCCUR  ~
00:00:00.992 ->  BREAK STOP  ~
00:00:00.045 ->  ERROR OCCUR  ~
00:00:00.099 ->  BREAK STOP  ~
00:00:00.153 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.206 ->  ERROR OCCUR  ~
00:00:00.259 ->  BREAK STOP  ~
00:00:00.313 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.365 ->  ERROR OCCUR  ~
00:00:00.417 ->  BREAK STOP  ~
00:00:00.470 ->  ERROR OCCUR  ~
00:00:00.522 ->  BREAK STOP  ~
00:00:00.576 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.628 ->  ERROR OCCUR  ~
00:00:00.681 ->  BREAK STOP  ~
00:00:00.735 ->  (110,109,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.790 ->  ERROR OCCUR  ~
00:00:00.842 ->  BREAK STOP  ~
00:00:00.897 ->  (112,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.949 ->  ERROR OCCUR  ~
00:00:00.001 ->  BREAK STOP  ~
00:00:00.055 ->  (111,112,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.108 ->  ERROR OCCUR  ~
00:00:00.160 ->  BREAK STOP  ~
00:00:00.212 ->  ERROR OCCUR  ~
00:00:00.264 ->  BREAK STOP  ~
00:00:00.319 ->  (110,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.372 ->  ERROR OCCUR  ~
00:00:00.426 ->  BREAK STOP  ~
00:00:00.480 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
