00:00:02.00-1161 ->  SD OK~
00:00:43.22901 ->  Battery :12.37 V~
00:00:43.22973 ->  Speed:2.17 km/hr ~
00:00:43.23052 ->  Battery :12.40 V~
00:00:43.23124 ->  Speed:2.17 km/hr ~
00:00:43.23203 ->  Battery :12.39 V~
00:00:43.23278 ->  Speed:2.14 km/hr ~
00:00:43.23355 ->  Battery :12.39 V~
00:00:43.23427 ->  Speed:2.12 km/hr ~
00:00:43.23505 ->  Battery :12.39 V~
00:00:44.21578 ->  Speed:2.31 km/hr ~
00:00:44.21657 ->  Battery :12.40 V~
00:00:44.21729 ->  Speed:2.04 km/hr ~
00:00:44.21808 ->  Battery :12.43 V~
00:00:44.21880 ->  Speed:2.04 km/hr ~
00:00:44.21959 ->  Battery :12.41 V~
00:00:44.22031 ->  Speed:2.02 km/hr ~
00:00:44.22110 ->  Battery :12.39 V~
00:00:44.22182 ->  Speed:2.14 km/hr ~
00:00:44.22262 ->  Battery :12.37 V~
00:00:44.22333 ->  Speed:1.91 km/hr ~
00:00:44.22412 ->  Battery :12.39 V~
00:00:44.22484 ->  Speed:1.85 km/hr ~
00:00:45.20563 ->  Battery :12.36 V~
00:00:45.20635 ->  Speed:1.82 km/hr ~
00:00:45.20714 ->  Battery :12.31 V~
00:00:45.20786 ->  Speed:1.82 km/hr ~
00:00:45.20865 ->  Battery :12.40 V~
00:00:45.20937 ->  Speed:1.74 km/hr ~
00:00:45.21016 ->  Battery :12.34 V~
00:00:45.21088 ->  Speed:1.74 km/hr ~
00:00:45.21167 ->  Battery :12.40 V~
00:00:45.21241 ->  Speed:1.73 km/hr ~
00:00:45.21319 ->  Battery :12.40 V~
00:00:45.21390 ->  Speed:1.70 km/hr ~
00:00:45.21469 ->  Battery :12.43 V~
00:00:46.19541 ->  Speed:1.67 km/hr ~
00:00:46.19621 ->  Battery :12.39 V~
00:00:46.19692 ->  Speed:1.63 km/hr ~
00:00:46.19771 ->  Battery :12.40 V~
00:00:46.19843 ->  Speed:1.61 km/hr ~
00:00:46.19923 ->  Battery :12.36 V~
00:00:46.19994 ->  Speed:1.56 km/hr ~
00:00:46.20073 ->  Battery :12.41 V~
00:00:46.20145 ->  Speed:1.55 km/hr ~
00:00:46.20225 ->  Battery :12.39 V~
00:00:46.20300 ->  Speed:1.49 km/hr ~
00:00:46.20375 ->  Battery :12.46 V~
00:00:46.20447 ->  Speed:1.46 km/hr ~
00:00:46.20526 ->  Battery :12.39 V~
00:00:47.18598 ->  Speed:1.42 km/hr ~
00:00:47.18677 ->  Battery :12.37 V~
00:00:47.18749 ->  Speed:1.36 km/hr ~
00:00:47.18828 ->  Battery :12.37 V~
00:00:47.18900 ->  Speed:1.36 km/hr ~
00:00:47.18979 ->  Battery :12.37 V~
00:00:47.19051 ->  Speed:1.34 km/hr ~
00:00:47.19130 ->  Battery :12.34 V~
00:00:47.19202 ->  Speed:1.31 km/hr ~
00:00:47.19282 ->  Battery :12.40 V~
00:00:47.19353 ->  Speed:1.28 km/hr ~
00:00:47.19432 ->  Battery :12.37 V~
00:00:47.19504 ->  Speed:1.26 km/hr ~
00:00:48.17584 ->  Battery :12.37 V~
00:00:48.17655 ->  Speed:1.25 km/hr ~
00:00:48.17734 ->  Battery :12.39 V~
00:00:48.17807 ->  Speed:1.22 km/hr ~
00:00:48.17886 ->  Battery :12.37 V~
00:00:48.17957 ->  Speed:1.18 km/hr ~
00:00:48.18036 ->  Battery :12.41 V~
00:00:48.18108 ->  Speed:1.12 km/hr ~
00:00:48.18188 ->  Battery :12.39 V~
00:00:48.18263 ->  Speed:1.12 km/hr ~
00:00:48.18339 ->  Battery :12.39 V~
00:00:48.18411 ->  Speed:1.09 km/hr ~
00:00:48.18490 ->  Battery :12.37 V~
00:00:49.16562 ->  Speed:1.04 km/hr ~
00:00:49.16641 ->  Battery :12.39 V~
00:00:49.16713 ->  Speed:0.97 km/hr ~
00:00:49.16792 ->  Battery :12.40 V~
00:00:49.16865 ->  Speed:0.97 km/hr ~
00:00:49.16944 ->  Battery :12.39 V~
00:00:49.17016 ->  Speed:0.89 km/hr ~
00:00:49.17095 ->  Battery :12.40 V~
00:00:49.17167 ->  Speed:0.89 km/hr ~
00:00:49.17246 ->  Battery :12.36 V~
00:00:49.17320 ->  Speed:0.82 km/hr ~
00:00:49.17396 ->  Battery :12.36 V~
00:00:49.17468 ->  Speed:0.77 km/hr ~
00:00:50.15549 ->  Battery :12.37 V~
00:00:50.15620 ->  Speed:0.77 km/hr ~
00:00:50.15699 ->  Battery :12.43 V~
00:00:50.15771 ->  Speed:0.70 km/hr ~
00:00:50.15851 ->  Battery :12.39 V~
00:00:50.15922 ->  Speed:0.70 km/hr ~
00:00:50.16001 ->  Battery :12.41 V~
00:00:50.16073 ->  Speed:0.67 km/hr ~
00:00:50.16152 ->  Battery :12.34 V~
00:00:50.16224 ->  Speed:0.67 km/hr ~
00:00:50.16303 ->  Battery :12.40 V~
00:00:50.16375 ->  Speed:0.63 km/hr ~
00:00:50.16454 ->  Battery :12.40 V~
00:00:50.16526 ->  Speed:0.63 km/hr ~
00:00:51.14605 ->  Battery :12.39 V~
00:00:51.14677 ->  Speed:0.63 km/hr ~
00:00:51.14756 ->  Battery :12.37 V~
00:00:51.14828 ->  Speed:0.60 km/hr ~
00:00:51.14908 ->  Battery :12.36 V~
00:00:51.14979 ->  Speed:0.60 km/hr ~
00:00:51.15058 ->  Battery :12.39 V~
00:00:51.15130 ->  Speed:0.53 km/hr ~
00:00:51.15210 ->  Battery :12.40 V~
00:00:51.15283 ->  Speed:0.53 km/hr ~
00:00:51.15360 ->  Battery :12.39 V~
00:00:51.15432 ->  Speed:0.53 km/hr ~
00:00:51.15512 ->  Battery :12.43 V~
00:00:52.13583 ->  Speed:0.53 km/hr ~
00:00:52.13662 ->  Battery :12.37 V~
00:00:52.13734 ->  Speed:0.41 km/hr ~
00:00:52.13814 ->  Battery :12.41 V~
00:00:52.13885 ->  Speed:0.41 km/hr ~
00:00:52.13964 ->  Battery :12.39 V~
00:00:52.14036 ->  Speed:0.41 km/hr ~
00:00:52.14115 ->  Battery :12.37 V~
00:00:52.14187 ->  Speed:0.41 km/hr ~
00:00:52.14266 ->  Battery :12.37 V~
00:00:52.14341 ->  Speed:0.30 km/hr ~
00:00:52.14417 ->  Battery :12.39 V~
00:00:52.14489 ->  Speed:0.30 km/hr ~
00:00:53.12568 ->  Battery :12.36 V~
00:00:53.12640 ->  Speed:0.30 km/hr ~
00:00:53.12719 ->  Battery :12.34 V~
00:00:53.12791 ->  Speed:0.30 km/hr ~
00:00:53.12871 ->  Battery :12.39 V~
00:00:53.12942 ->  Speed:0.30 km/hr ~
00:00:53.13021 ->  Battery :12.37 V~
00:00:53.13093 ->  Speed:0.30 km/hr ~
00:00:53.13173 ->  Battery :12.39 V~
00:00:53.13244 ->  Speed:0.30 km/hr ~
00:00:53.13323 ->  Battery :12.40 V~
00:00:53.13395 ->  Speed:0.00 km/hr ~
00:00:53.13475 ->  Battery :12.36 V~
00:00:54.11546 ->  Speed:0.00 km/hr ~
00:00:54.11625 ->  Battery :12.41 V~
00:00:54.11697 ->  Speed:0.00 km/hr ~
00:00:54.11777 ->  Battery :12.37 V~
00:00:54.11848 ->  Speed:0.00 km/hr ~
00:00:54.11927 ->  Battery :12.36 V~
00:00:54.11999 ->  Speed:0.00 km/hr ~
00:00:54.12078 ->  Battery :12.40 V~
00:00:54.12150 ->  Speed:0.00 km/hr ~
00:00:54.12229 ->  Battery :12.37 V~
00:00:54.12304 ->  Speed:0.00 km/hr ~
00:00:54.12381 ->  Battery :12.36 V~
00:00:54.12453 ->  Speed:0.00 km/hr ~
00:00:54.12532 ->  Battery :12.39 V~
00:00:55.10604 ->  Speed:0.00 km/hr ~
00:00:55.10682 ->  Battery :12.36 V~
00:00:55.10754 ->  Speed:0.00 km/hr ~
00:00:55.10834 ->  Battery :12.40 V~
00:00:55.10906 ->  Speed:0.00 km/hr ~
00:00:55.10985 ->  Battery :12.39 V~
00:00:55.11057 ->  Speed:0.00 km/hr ~
00:00:55.11137 ->  Battery :12.37 V~
00:00:55.11223 ->  Speed:0.00 km/hr ~
00:00:55.11287 ->  Battery :12.39 V~
00:00:55.11359 ->  Speed:0.00 km/hr ~
00:00:55.11439 ->  Battery :12.37 V~
00:00:55.11510 ->  Speed:0.00 km/hr ~
00:00:56.9589 ->  Battery :12.36 V~
00:00:56.9661 ->  Speed:0.00 km/hr ~
00:00:56.9741 ->  Battery :12.40 V~
00:00:56.9812 ->  Speed:0.00 km/hr ~
00:00:56.9891 ->  Battery :12.40 V~
00:00:56.9963 ->  Speed:0.00 km/hr ~
00:00:56.10042 ->  Battery :12.40 V~
00:00:56.10114 ->  Speed:0.00 km/hr ~
00:00:56.10193 ->  Battery :12.40 V~
00:00:56.10265 ->  Speed:0.00 km/hr ~
00:00:56.10344 ->  Battery :12.39 V~
00:00:56.10416 ->  Speed:0.00 km/hr ~
00:00:56.10496 ->  Battery :12.40 V~
00:00:57.8567 ->  Speed:0.00 km/hr ~
00:00:57.8646 ->  Battery :12.37 V~
00:00:57.8718 ->  Speed:0.00 km/hr ~
00:00:57.8798 ->  Battery :12.40 V~
00:00:57.8869 ->  Speed:0.00 km/hr ~
00:00:57.8948 ->  Battery :12.43 V~
00:00:57.9020 ->  Speed:0.00 km/hr ~
00:00:57.9100 ->  Battery :12.37 V~
00:00:57.9171 ->  Speed:0.00 km/hr ~
00:00:57.9250 ->  Battery :12.36 V~
00:00:57.9325 ->  Speed:0.00 km/hr ~
00:00:57.9402 ->  Battery :12.37 V~
00:00:57.9473 ->  Speed:0.00 km/hr ~
00:00:58.7552 ->  Battery :12.37 V~
00:00:58.7624 ->  Speed:0.00 km/hr ~
00:00:58.7704 ->  Battery :12.36 V~
00:00:58.7776 ->  Speed:0.00 km/hr ~
00:00:58.7854 ->  Battery :12.43 V~
00:00:58.7926 ->  Speed:0.00 km/hr ~
00:00:58.8005 ->  Battery :12.36 V~
00:00:58.8077 ->  Speed:0.00 km/hr ~
00:00:58.8156 ->  Battery :12.40 V~
00:00:58.8228 ->  Speed:0.00 km/hr ~
00:00:58.8307 ->  Battery :12.39 V~
00:00:58.8381 ->  Speed:0.00 km/hr ~
00:00:58.8459 ->  Battery :12.39 V~
00:00:58.8530 ->  Speed:0.00 km/hr ~
00:00:59.6609 ->  Battery :12.39 V~
00:00:59.6681 ->  Speed:0.00 km/hr ~
00:00:59.6761 ->  Battery :12.40 V~
00:00:59.6833 ->  Speed:0.00 km/hr ~
00:00:59.6911 ->  Battery :12.36 V~
00:00:59.6983 ->  Speed:0.00 km/hr ~
00:00:59.7063 ->  Battery :12.39 V~
00:00:59.7134 ->  Speed:0.00 km/hr ~
00:00:59.7213 ->  Battery :12.37 V~
00:00:59.7285 ->  Speed:0.00 km/hr ~
00:00:59.7365 ->  Battery :12.40 V~
00:00:59.7440 ->  Speed:0.00 km/hr ~
00:00:59.7515 ->  Battery :12.39 V~
00:00:60.5587 ->  Speed:0.00 km/hr ~
00:00:60.5667 ->  Battery :12.44 V~
00:00:60.5739 ->  Speed:0.00 km/hr ~
00:00:60.5817 ->  Battery :12.34 V~
00:00:60.5889 ->  Speed:0.00 km/hr ~
00:00:60.5969 ->  Battery :12.39 V~
00:00:60.6040 ->  Speed:0.00 km/hr ~
00:00:60.6120 ->  Battery :12.34 V~
00:00:60.6191 ->  Speed:0.00 km/hr ~
00:00:60.6271 ->  Battery :12.43 V~
00:00:60.6343 ->  Speed:0.00 km/hr ~
00:00:60.6423 ->  Battery :12.37 V~
00:00:60.6494 ->  Speed:0.00 km/hr ~
00:01:01.4573 ->  Battery :12.37 V~
00:01:01.4645 ->  Speed:0.00 km/hr ~
00:01:01.4725 ->  Battery :12.37 V~
00:01:01.4796 ->  Speed:0.00 km/hr ~
00:01:01.4875 ->  Battery :12.40 V~
00:01:01.4947 ->  Speed:0.00 km/hr ~
00:01:01.5027 ->  Battery :12.36 V~
00:01:01.5098 ->  Speed:0.00 km/hr ~
00:01:01.5177 ->  Battery :12.43 V~
00:01:01.5249 ->  Speed:0.00 km/hr ~
00:01:01.5329 ->  Battery :12.37 V~
00:01:01.5400 ->  Speed:0.00 km/hr ~
00:01:01.5479 ->  Battery :12.36 V~
00:01:02.3551 ->  Speed:0.00 km/hr ~
00:01:02.3631 ->  Battery :12.37 V~
00:01:02.3703 ->  Speed:0.00 km/hr ~
00:01:02.3782 ->  Battery :12.46 V~
00:01:02.3854 ->  Speed:0.00 km/hr ~
00:01:02.3933 ->  Battery :12.36 V~
00:01:02.4005 ->  Speed:0.00 km/hr ~
00:01:02.4084 ->  Battery :12.39 V~
00:01:02.4156 ->  Speed:0.00 km/hr ~
00:01:02.4235 ->  Battery :12.37 V~
00:01:02.4307 ->  Speed:0.00 km/hr ~
00:01:02.4387 ->  Battery :12.41 V~
00:01:02.4458 ->  Speed:0.00 km/hr ~
00:01:03.2537 ->  Battery :12.39 V~
00:01:03.2609 ->  Speed:0.00 km/hr ~
00:01:03.2689 ->  Battery :12.37 V~
00:01:03.2760 ->  Speed:0.00 km/hr ~
00:01:03.2839 ->  Battery :12.37 V~
00:01:03.2911 ->  Speed:0.00 km/hr ~
00:01:03.2991 ->  Battery :12.39 V~
00:01:03.3062 ->  Speed:0.00 km/hr ~
00:01:03.3141 ->  Battery :12.36 V~
00:01:03.3213 ->  Speed:0.00 km/hr ~
00:01:03.3293 ->  Battery :12.40 V~
00:01:03.3364 ->  Speed:0.00 km/hr ~
00:01:03.3443 ->  Battery :12.39 V~
00:01:03.3518 ->  Speed:0.00 km/hr ~
00:01:04.1594 ->  Battery :12.39 V~
00:01:04.1666 ->  Speed:0.00 km/hr ~
00:01:04.1745 ->  Battery :12.39 V~
00:01:04.1817 ->  Speed:0.00 km/hr ~
00:01:04.1896 ->  Battery :12.34 V~
00:01:04.1968 ->  Speed:0.00 km/hr ~
00:01:04.2048 ->  Battery :12.37 V~
00:01:04.2119 ->  Speed:0.00 km/hr ~
00:01:04.2198 ->  Battery :12.39 V~
00:01:04.2270 ->  Speed:0.00 km/hr ~
00:01:04.2350 ->  Battery :12.36 V~
00:01:04.2421 ->  Speed:0.00 km/hr ~
00:01:04.2500 ->  Battery :12.40 V~
00:01:05.575 ->  Speed:0.00 km/hr ~
00:01:05.652 ->  Battery :12.37 V~
00:01:05.724 ->  Speed:0.00 km/hr ~
00:01:05.802 ->  Battery :12.41 V~
00:01:05.874 ->  Speed:0.00 km/hr ~
00:01:05.954 ->  Battery :12.39 V~
00:01:05.1025 ->  Speed:0.00 km/hr ~
00:01:05.1105 ->  Battery :12.39 V~
00:01:05.1177 ->  Speed:0.00 km/hr ~
00:01:05.1257 ->  Battery :12.36 V~
00:01:05.1329 ->  Speed:0.00 km/hr ~
00:01:05.1406 ->  Battery :12.40 V~
00:01:05.1479 ->  Speed:0.00 km/hr ~
00:01:06.00-442 ->  Battery :12.37 V~
00:01:06.00-368 ->  Speed:0.00 km/hr ~
00:01:06.00-291 ->  Battery :12.41 V~
00:01:06.00-219 ->  Speed:0.00 km/hr ~
00:01:06.00-140 ->  Battery :12.39 V~
00:01:06.00-68 ->  Speed:0.00 km/hr ~
00:01:06.012 ->  Battery :12.39 V~
00:01:06.083 ->  Speed:0.00 km/hr ~
00:01:06.162 ->  Battery :12.39 V~
00:01:06.234 ->  Speed:0.00 km/hr ~
00:01:06.314 ->  Battery :12.37 V~
00:01:06.385 ->  Speed:0.00 km/hr ~
00:01:06.464 ->  Battery :12.36 V~
00:00:00.00 ->  Speed:0.00 km/hr ~
00:01:07.00-1384 ->  Battery :12.41 V~
00:01:07.00-1313 ->  Speed:0.00 km/hr ~
00:01:07.00-1234 ->  Battery :12.37 V~
00:01:07.00-1162 ->  Speed:0.00 km/hr ~
00:01:07.00-1082 ->  Battery :12.37 V~
00:01:07.00-1011 ->  Speed:0.00 km/hr ~
00:01:07.00-932 ->  Battery :12.39 V~
00:01:07.00-860 ->  Speed:0.00 km/hr ~
00:01:07.00-780 ->  Battery :12.34 V~
00:01:07.00-708 ->  Speed:0.00 km/hr ~
00:01:07.00-630 ->  Battery :12.34 V~
00:01:07.00-558 ->  Speed:0.00 km/hr ~
00:01:07.00-479 ->  Battery :12.34 V~
00:01:08.00-2404 ->  Speed:0.00 km/hr ~
00:01:08.00-2328 ->  Battery :12.36 V~
00:01:08.00-2256 ->  Speed:0.00 km/hr ~
00:01:08.00-2177 ->  Battery :12.40 V~
00:01:08.00-2105 ->  Speed:0.00 km/hr ~
00:01:08.00-2025 ->  Battery :12.37 V~
00:01:08.00-1954 ->  Speed:0.00 km/hr ~
00:01:08.00-1875 ->  Battery :12.37 V~
00:01:08.00-1803 ->  Speed:0.00 km/hr ~
00:01:08.00-1723 ->  Battery :12.40 V~
00:01:08.00-1652 ->  Speed:0.00 km/hr ~
00:01:08.00-1573 ->  Battery :12.39 V~
00:01:08.00-1501 ->  Speed:0.00 km/hr ~
00:01:09.00-3421 ->  Battery :12.37 V~
00:01:09.00-3350 ->  Speed:0.00 km/hr ~
00:01:09.00-3271 ->  Battery :12.39 V~
00:01:09.00-3199 ->  Speed:0.00 km/hr ~
00:01:09.00-3119 ->  Battery :12.36 V~
00:01:09.00-3048 ->  Speed:0.00 km/hr ~
00:01:09.00-2969 ->  Battery :12.40 V~
00:01:09.00-2897 ->  Speed:0.00 km/hr ~
00:01:09.00-2817 ->  Battery :12.39 V~
00:01:09.00-2745 ->  Speed:0.00 km/hr ~
00:01:09.00-2667 ->  Battery :12.37 V~
00:01:09.00-2594 ->  Speed:0.00 km/hr ~
00:01:09.00-2516 ->  Battery :12.39 V~
00:01:10.00-4441 ->  Speed:0.00 km/hr ~
00:01:10.00-4365 ->  Battery :12.39 V~
00:01:10.00-4293 ->  Speed:0.00 km/hr ~
00:01:10.00-4214 ->  Battery :12.37 V~
00:01:10.00-4142 ->  Speed:0.00 km/hr ~
00:01:10.00-4062 ->  Battery :12.41 V~
00:01:10.00-3990 ->  Speed:0.00 km/hr ~
00:01:10.00-3912 ->  Battery :12.37 V~
00:01:10.00-3839 ->  Speed:0.00 km/hr ~
00:01:10.00-3760 ->  Battery :12.40 V~
00:01:10.00-3688 ->  Speed:0.00 km/hr ~
00:01:10.00-3610 ->  Battery :12.40 V~
00:01:10.00-3535 ->  Speed:0.00 km/hr ~
00:01:11.00-5458 ->  Battery :12.39 V~
00:01:11.00-5386 ->  Speed:0.00 km/hr ~
