00:00:02.864 ->  SD OK~
00:00:02.948 ->  BREAK STOP~
00:00:03.210 ->  Controller Err~
00:00:04.473 ->  START~
00:00:07.341 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.401 ->  ERROR OCCUR  ~
00:00:07.461 ->  BREAK STOP  ~
00:00:07.522 ->  ERROR OCCUR  ~
00:00:07.585 ->  BREAK STOP  ~
00:00:07.646 ->  ERROR OCCUR  ~
00:00:07.705 ->  BREAK STOP  ~
00:00:07.768 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:07.829 ->  ERROR OCCUR  ~
00:00:07.888 ->  BREAK STOP  ~
00:00:07.951 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.011 ->  ERROR OCCUR  ~
00:00:08.072 ->  BREAK STOP  ~
00:00:08.132 ->  ERROR OCCUR  ~
00:00:08.193 ->  BREAK STOP  ~
00:00:08.255 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.315 ->  ERROR OCCUR  ~
00:00:08.378 ->  BREAK STOP  ~
00:00:08.439 ->  ERROR OCCUR  ~
00:00:08.499 ->  BREAK STOP  ~
00:00:08.561 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.623 ->  ERROR OCCUR  ~
00:00:08.682 ->  BREAK STOP  ~
00:00:08.742 ->  ERROR OCCUR  ~
00:00:08.803 ->  BREAK STOP  ~
00:00:08.863 ->  ERROR OCCUR  ~
00:00:08.924 ->  BREAK STOP  ~
00:00:08.984 ->  ERROR OCCUR  ~
00:00:09.044 ->  BREAK STOP  ~
00:00:09.105 ->  ERROR OCCUR  ~
00:00:09.165 ->  BREAK STOP  ~
00:00:09.227 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:09.290 ->  ERROR OCCUR  ~
00:00:09.351 ->  BREAK STOP  ~
00:00:09.413 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.474 ->  ERROR OCCUR  ~
00:00:09.534 ->  BREAK STOP  ~
00:00:09.596 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.658 ->  ERROR OCCUR  ~
00:00:09.717 ->  BREAK STOP  ~
00:00:09.778 ->  ERROR OCCUR  ~
00:00:09.838 ->  BREAK STOP  ~
00:00:09.901 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.961 ->  ERROR OCCUR  ~
00:00:10.023 ->  BREAK STOP  ~
00:00:10.084 ->  ERROR OCCUR  ~
00:00:10.144 ->  BREAK STOP  ~
00:00:10.207 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.267 ->  ERROR OCCUR  ~
00:00:10.328 ->  BREAK STOP  ~
00:00:10.388 ->  ERROR OCCUR  ~
00:00:10.447 ->  BREAK STOP  ~
00:00:10.510 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.570 ->  ERROR OCCUR  ~
00:00:10.631 ->  BREAK STOP  ~
00:00:10.691 ->  ERROR OCCUR  ~
00:00:10.750 ->  BREAK STOP  ~
00:00:10.811 ->  ERROR OCCUR  ~
00:00:10.869 ->  BREAK STOP  ~
00:00:10.930 ->  ERROR OCCUR  ~
00:00:10.989 ->  BREAK STOP  ~
00:00:11.052 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.113 ->  ERROR OCCUR  ~
00:00:11.172 ->  BREAK STOP  ~
00:00:11.235 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.295 ->  ERROR OCCUR  ~
00:00:11.356 ->  BREAK STOP  ~
00:00:11.416 ->  ERROR OCCUR  ~
00:00:11.475 ->  BREAK STOP  ~
00:00:11.536 ->  ERROR OCCUR  ~
00:00:11.596 ->  BREAK STOP  ~
00:00:11.661 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.722 ->  ERROR OCCUR  ~
00:00:11.782 ->  BREAK STOP  ~
00:00:11.844 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.905 ->  ERROR OCCUR  ~
00:00:11.965 ->  BREAK STOP  ~
