00:00:03.289 ->  SD OK~
00:00:03.374 ->  BREAK STOP~
00:00:03.635 ->  Controller Err~
00:00:04.899 ->  START~
00:00:08.860 ->  BREAK STOP  ~
00:00:08.923 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.983 ->  ERROR OCCUR  ~
00:00:09.043 ->  BREAK STOP  ~
00:00:09.104 ->  ERROR OCCUR  ~
00:00:09.164 ->  BREAK STOP  ~
00:00:09.226 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.287 ->  ERROR OCCUR  ~
00:00:09.347 ->  BREAK STOP  ~
00:00:09.409 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.469 ->  ERROR OCCUR  ~
00:00:09.533 ->  BREAK STOP  ~
00:00:09.594 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:09.656 ->  ERROR OCCUR  ~
00:00:09.715 ->  BREAK STOP  ~
00:00:09.778 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.838 ->  ERROR OCCUR  ~
00:00:09.899 ->  BREAK STOP  ~
00:00:09.961 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.021 ->  ERROR OCCUR  ~
00:00:10.082 ->  BREAK STOP  ~
00:00:10.142 ->  ERROR OCCUR  ~
00:00:10.202 ->  BREAK STOP  ~
00:00:10.264 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.328 ->  ERROR OCCUR  ~
00:00:10.388 ->  BREAK STOP  ~
00:00:10.448 ->  ERROR OCCUR  ~
00:00:10.508 ->  BREAK STOP  ~
00:00:10.568 ->  ERROR OCCUR  ~
00:00:10.629 ->  BREAK STOP  ~
00:00:10.690 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.750 ->  ERROR OCCUR  ~
00:00:10.811 ->  BREAK STOP  ~
00:00:10.872 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:10.934 ->  ERROR OCCUR  ~
00:00:10.993 ->  BREAK STOP  ~
00:00:11.056 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.118 ->  ERROR OCCUR  ~
00:00:11.179 ->  BREAK STOP  ~
00:00:11.240 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.301 ->  ERROR OCCUR  ~
00:00:11.361 ->  BREAK STOP  ~
00:00:11.421 ->  ERROR OCCUR  ~
00:00:11.481 ->  BREAK STOP  ~
00:00:11.543 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.603 ->  ERROR OCCUR  ~
00:00:11.664 ->  BREAK STOP  ~
00:00:11.724 ->  ERROR OCCUR  ~
00:00:11.784 ->  BREAK STOP  ~
00:00:11.844 ->  ERROR OCCUR  ~
00:00:11.907 ->  BREAK STOP  ~
00:00:11.969 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.029 ->  ERROR OCCUR  ~
00:00:12.090 ->  BREAK STOP  ~
00:00:12.152 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.213 ->  ERROR OCCUR  ~
00:00:12.273 ->  BREAK STOP  ~
00:00:12.334 ->  ERROR OCCUR  ~
00:00:12.393 ->  BREAK STOP  ~
00:00:12.454 ->  ERROR OCCUR  ~
00:00:12.514 ->  BREAK STOP  ~
00:00:12.576 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.637 ->  ERROR OCCUR  ~
00:00:12.699 ->  BREAK STOP  ~
00:00:12.762 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.822 ->  ERROR OCCUR  ~
00:00:12.882 ->  BREAK STOP  ~
00:00:12.943 ->  ERROR OCCUR  ~
00:00:13.003 ->  BREAK STOP  ~
00:00:13.066 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.126 ->  ERROR OCCUR  ~
00:00:13.187 ->  BREAK STOP  ~
00:00:13.248 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.309 ->  ERROR OCCUR  ~
00:00:13.369 ->  BREAK STOP  ~
