00:00:03.255 ->  SD OK~
00:00:03.334 ->  BREAK STOP~
00:00:03.590 ->  Controller Err~
00:00:04.849 ->  START~
00:00:07.079 ->  ERROR OCCUR  ~
00:00:07.134 ->  BREAK STOP  ~
00:00:07.191 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.246 ->  ERROR OCCUR  ~
00:00:07.302 ->  BREAK STOP  ~
00:00:07.358 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.414 ->  ERROR OCCUR  ~
00:00:07.469 ->  BREAK STOP  ~
00:00:07.524 ->  ERROR OCCUR  ~
00:00:07.579 ->  BREAK STOP  ~
00:00:07.635 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.694 ->  ERROR OCCUR  ~
00:00:07.749 ->  BREAK STOP  ~
00:00:07.806 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.862 ->  ERROR OCCUR  ~
00:00:07.916 ->  BREAK STOP  ~
00:00:07.971 ->  ERROR OCCUR  ~
00:00:08.027 ->  BREAK STOP  ~
00:00:08.082 ->  ERROR OCCUR  ~
00:00:08.136 ->  BREAK STOP  ~
00:00:08.194 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.250 ->  ERROR OCCUR  ~
00:00:08.304 ->  BREAK STOP  ~
00:00:08.361 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.419 ->  ERROR OCCUR  ~
00:00:08.474 ->  BREAK STOP  ~
00:00:08.529 ->  ERROR OCCUR  ~
00:00:08.585 ->  BREAK STOP  ~
00:00:08.640 ->  ERROR OCCUR  ~
00:00:08.694 ->  BREAK STOP  ~
00:00:08.752 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.807 ->  ERROR OCCUR  ~
00:00:08.862 ->  BREAK STOP  ~
00:00:08.920 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.975 ->  ERROR OCCUR  ~
00:00:09.029 ->  BREAK STOP  ~
00:00:09.084 ->  ERROR OCCUR  ~
00:00:09.143 ->  BREAK STOP  ~
00:00:09.199 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.254 ->  ERROR OCCUR  ~
00:00:09.310 ->  BREAK STOP  ~
00:00:09.367 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.422 ->  ERROR OCCUR  ~
00:00:09.478 ->  BREAK STOP  ~
00:00:09.533 ->  ERROR OCCUR  ~
00:00:09.587 ->  BREAK STOP  ~
00:00:09.644 ->  ERROR OCCUR  ~
00:00:09.698 ->  BREAK STOP  ~
00:00:09.755 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.810 ->  ERROR OCCUR  ~
00:00:09.868 ->  BREAK STOP  ~
00:00:09.925 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:09.980 ->  ERROR OCCUR  ~
00:00:10.035 ->  BREAK STOP  ~
00:00:10.092 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.147 ->  ERROR OCCUR  ~
00:00:10.202 ->  BREAK STOP  ~
00:00:10.259 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.314 ->  ERROR OCCUR  ~
00:00:10.370 ->  BREAK STOP  ~
00:00:10.424 ->  ERROR OCCUR  ~
00:00:10.479 ->  BREAK STOP  ~
00:00:10.536 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.594 ->  ERROR OCCUR  ~
00:00:10.649 ->  BREAK STOP  ~
00:00:10.703 ->  ERROR OCCUR  ~
00:00:10.759 ->  BREAK STOP  ~
00:00:10.814 ->  ERROR OCCUR  ~
00:00:10.868 ->  BREAK STOP  ~
00:00:10.926 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.981 ->  ERROR OCCUR  ~
00:00:11.035 ->  BREAK STOP  ~
00:00:11.092 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.148 ->  ERROR OCCUR  ~
00:00:11.203 ->  BREAK STOP  ~
00:00:11.260 ->  ERROR OCCUR  ~
00:00:11.316 ->  BREAK STOP  ~
00:00:11.372 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.428 ->  ERROR OCCUR  ~
00:00:11.483 ->  BREAK STOP  ~
00:00:11.540 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.595 ->  ERROR OCCUR  ~
00:00:11.651 ->  BREAK STOP  ~
00:00:11.706 ->  ERROR OCCUR  ~
00:00:11.760 ->  BREAK STOP  ~
00:00:11.817 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.873 ->  ERROR OCCUR  ~
00:00:11.928 ->  BREAK STOP  ~
00:00:11.987 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.043 ->  ERROR OCCUR  ~
00:00:12.098 ->  BREAK STOP  ~
00:00:12.153 ->  ERROR OCCUR  ~
00:00:12.209 ->  BREAK STOP  ~
00:00:12.264 ->  ERROR OCCUR  ~
00:00:12.318 ->  BREAK STOP  ~
00:00:12.376 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.431 ->  ERROR OCCUR  ~
00:00:12.486 ->  BREAK STOP  ~
00:00:12.544 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.599 ->  ERROR OCCUR  ~
00:00:12.653 ->  BREAK STOP  ~
00:00:12.711 ->  ERROR OCCUR  ~
00:00:12.766 ->  BREAK STOP  ~
00:00:12.822 ->  ERROR OCCUR  ~
00:00:12.876 ->  BREAK STOP  ~
00:00:12.934 ->  (108,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.989 ->  ERROR OCCUR  ~
00:00:13.043 ->  BREAK STOP  ~
00:00:13.101 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.157 ->  ERROR OCCUR  ~
00:00:13.211 ->  BREAK STOP  ~
00:00:13.266 ->  ERROR OCCUR  ~
00:00:13.322 ->  BREAK STOP  ~
00:00:13.378 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.436 ->  ERROR OCCUR  ~
00:00:13.492 ->  BREAK STOP  ~
00:00:13.547 ->  ERROR OCCUR  ~
00:00:13.601 ->  BREAK STOP  ~
00:00:13.658 ->  ERROR OCCUR  ~
00:00:13.712 ->  BREAK STOP  ~
00:00:13.769 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.825 ->  ERROR OCCUR  ~
00:00:13.880 ->  BREAK STOP  ~
00:00:13.936 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.992 ->  ERROR OCCUR  ~
00:00:14.047 ->  BREAK STOP  ~
00:00:14.104 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:14.161 ->  ERROR OCCUR  ~
00:00:14.217 ->  BREAK STOP  ~
00:00:14.274 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.329 ->  ERROR OCCUR  ~
00:00:14.385 ->  BREAK STOP  ~
00:00:14.441 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.497 ->  ERROR OCCUR  ~
00:00:14.552 ->  BREAK STOP  ~
00:00:14.607 ->  ERROR OCCUR  ~
00:00:14.662 ->  BREAK STOP  ~
00:00:14.720 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.775 ->  ERROR OCCUR  ~
00:00:14.829 ->  BREAK STOP  ~
00:00:14.889 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.945 ->  ERROR OCCUR  ~
00:00:15.00 ->  BREAK STOP  ~
00:00:15.056 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.113 ->  ERROR OCCUR  ~
00:00:15.167 ->  BREAK STOP  ~
00:00:15.224 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:15.280 ->  ERROR OCCUR  ~
00:00:15.335 ->  BREAK STOP  ~
00:00:15.391 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.447 ->  ERROR OCCUR  ~
00:00:15.502 ->  BREAK STOP  ~
00:00:15.561 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.617 ->  ERROR OCCUR  ~
00:00:15.672 ->  BREAK STOP  ~
00:00:15.728 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.783 ->  ERROR OCCUR  ~
00:00:15.839 ->  BREAK STOP  ~
00:00:15.894 ->  ERROR OCCUR  ~
00:00:15.948 ->  BREAK STOP  ~
00:00:16.006 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:16.061 ->  ERROR OCCUR  ~
00:00:16.115 ->  BREAK STOP  ~
00:00:16.173 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.230 ->  ERROR OCCUR  ~
00:00:16.285 ->  BREAK STOP  ~
00:00:16.342 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.397 ->  ERROR OCCUR  ~
00:00:16.452 ->  BREAK STOP  ~
00:00:16.508 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.565 ->  ERROR OCCUR  ~
00:00:16.619 ->  BREAK STOP  ~
00:00:16.674 ->  ERROR OCCUR  ~
00:00:16.729 ->  BREAK STOP  ~
00:00:16.786 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.841 ->  ERROR OCCUR  ~
00:00:16.897 ->  BREAK STOP  ~
00:00:16.956 ->  (106,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:17.011 ->  ERROR OCCUR  ~
00:00:17.065 ->  BREAK STOP  ~
00:00:17.122 ->  ERROR OCCUR  ~
00:00:17.176 ->  BREAK STOP  ~
00:00:17.231 ->  ERROR OCCUR  ~
00:00:17.287 ->  BREAK STOP  ~
00:00:17.342 ->  ERROR OCCUR  ~
00:00:17.396 ->  BREAK STOP  ~
00:00:17.454 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:17.509 ->  ERROR OCCUR  ~
00:00:17.564 ->  BREAK STOP  ~
00:00:17.622 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:17.680 ->  ERROR OCCUR  ~
00:00:17.747 ->  BREAK STOP  ~
00:00:17.803 ->  ERROR OCCUR  ~
00:00:17.858 ->  BREAK STOP  ~
00:00:17.913 ->  ERROR OCCUR  ~
00:00:17.969 ->  BREAK STOP  ~
00:00:18.026 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:18.081 ->  ERROR OCCUR  ~
00:00:18.137 ->  BREAK STOP  ~
00:00:18.194 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.249 ->  ERROR OCCUR  ~
00:00:18.305 ->  BREAK STOP  ~
00:00:18.362 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.419 ->  ERROR OCCUR  ~
00:00:18.475 ->  BREAK STOP  ~
00:00:18.530 ->  ERROR OCCUR  ~
00:00:18.585 ->  BREAK STOP  ~
00:00:18.642 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.698 ->  ERROR OCCUR  ~
00:00:18.753 ->  BREAK STOP  ~
00:00:18.808 ->  ERROR OCCUR  ~
00:00:18.864 ->  BREAK STOP  ~
00:00:18.919 ->  ERROR OCCUR  ~
00:00:18.973 ->  BREAK STOP  ~
00:00:19.031 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.087 ->  ERROR OCCUR  ~
00:00:19.141 ->  BREAK STOP  ~
00:00:19.202 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.257 ->  ERROR OCCUR  ~
00:00:19.312 ->  BREAK STOP  ~
00:00:19.367 ->  ERROR OCCUR  ~
00:00:19.422 ->  BREAK STOP  ~
00:00:19.479 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.535 ->  ERROR OCCUR  ~
00:00:19.590 ->  BREAK STOP  ~
00:00:19.647 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:19.702 ->  ERROR OCCUR  ~
00:00:19.758 ->  BREAK STOP  ~
00:00:19.815 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.873 ->  ERROR OCCUR  ~
00:00:19.928 ->  BREAK STOP  ~
00:00:19.984 ->  ERROR OCCUR  ~
00:00:20.038 ->  BREAK STOP  ~
00:00:20.096 ->  (106,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.151 ->  ERROR OCCUR  ~
00:00:20.206 ->  BREAK STOP  ~
00:00:20.261 ->  ERROR OCCUR  ~
00:00:20.317 ->  BREAK STOP  ~
00:00:20.372 ->  ERROR OCCUR  ~
00:00:20.427 ->  BREAK STOP  ~
00:00:20.485 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.540 ->  ERROR OCCUR  ~
00:00:20.595 ->  BREAK STOP  ~
00:00:20.656 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.711 ->  ERROR OCCUR  ~
00:00:20.765 ->  BREAK STOP  ~
00:00:20.822 ->  ERROR OCCUR  ~
00:00:20.876 ->  BREAK STOP  ~
00:00:20.933 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.988 ->  ERROR OCCUR  ~
00:00:21.044 ->  BREAK STOP  ~
00:00:21.101 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.156 ->  ERROR OCCUR  ~
00:00:21.212 ->  BREAK STOP  ~
00:00:21.267 ->  ERROR OCCUR  ~
00:00:21.322 ->  BREAK STOP  ~
00:00:21.382 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.438 ->  ERROR OCCUR  ~
00:00:21.492 ->  BREAK STOP  ~
00:00:21.550 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.605 ->  ERROR OCCUR  ~
00:00:21.659 ->  BREAK STOP  ~
00:00:21.715 ->  ERROR OCCUR  ~
00:00:21.770 ->  BREAK STOP  ~
00:00:21.827 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:21.882 ->  ERROR OCCUR  ~
00:00:21.937 ->  BREAK STOP  ~
00:00:21.994 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:22.052 ->  ERROR OCCUR  ~
00:00:22.107 ->  BREAK STOP  ~
00:00:22.164 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:22.219 ->  ERROR OCCUR  ~
00:00:22.275 ->  BREAK STOP  ~
00:00:22.330 ->  ERROR OCCUR  ~
00:00:22.385 ->  BREAK STOP  ~
00:00:22.441 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:22.497 ->  ERROR OCCUR  ~
00:00:22.552 ->  BREAK STOP  ~
00:00:01.308 ->  *~
