00:00:03.243 ->  SD OK~
00:00:03.318 ->  BREAK STOP~
00:00:03.571 ->  Controller Err~
00:00:04.828 ->  START~
00:00:07.421 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:07.477 ->  ERROR OCCUR  ~
00:00:07.528 ->  BREAK STOP  ~
00:00:07.582 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.635 ->  ERROR OCCUR  ~
00:00:07.688 ->  BREAK STOP  ~
00:00:07.741 ->  (110,109,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:07.794 ->  ERROR OCCUR  ~
00:00:07.845 ->  BREAK STOP  ~
00:00:07.899 ->  ERROR OCCUR  ~
00:00:07.950 ->  BREAK STOP  ~
00:00:08.005 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.057 ->  ERROR OCCUR  ~
00:00:08.112 ->  BREAK STOP  ~
00:00:08.165 ->  ERROR OCCUR  ~
00:00:08.216 ->  BREAK STOP  ~
00:00:08.270 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.324 ->  ERROR OCCUR  ~
00:00:08.375 ->  BREAK STOP  ~
00:00:08.428 ->  ERROR OCCUR  ~
00:00:08.479 ->  BREAK STOP  ~
00:00:08.534 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.587 ->  ERROR OCCUR  ~
00:00:08.638 ->  BREAK STOP  ~
00:00:08.692 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.745 ->  ERROR OCCUR  ~
00:00:08.800 ->  BREAK STOP  ~
00:00:08.852 ->  ERROR OCCUR  ~
00:00:08.904 ->  BREAK STOP  ~
00:00:08.958 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.012 ->  ERROR OCCUR  ~
00:00:09.063 ->  BREAK STOP  ~
00:00:09.116 ->  ERROR OCCUR  ~
00:00:09.167 ->  BREAK STOP  ~
00:00:09.222 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:09.275 ->  ERROR OCCUR  ~
00:00:09.327 ->  BREAK STOP  ~
00:00:09.381 ->  (110,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:09.434 ->  ERROR OCCUR  ~
00:00:09.488 ->  BREAK STOP  ~
00:00:09.540 ->  ERROR OCCUR  ~
00:00:09.592 ->  BREAK STOP  ~
00:00:09.647 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.699 ->  ERROR OCCUR  ~
00:00:09.751 ->  BREAK STOP  ~
00:00:09.803 ->  ERROR OCCUR  ~
00:00:09.856 ->  BREAK STOP  ~
00:00:09.909 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.962 ->  ERROR OCCUR  ~
00:00:10.013 ->  BREAK STOP  ~
00:00:10.065 ->  ERROR OCCUR  ~
00:00:10.118 ->  BREAK STOP  ~
00:00:10.172 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.227 ->  ERROR OCCUR  ~
00:00:10.278 ->  BREAK STOP  ~
00:00:10.333 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.385 ->  ERROR OCCUR  ~
00:00:10.437 ->  BREAK STOP  ~
00:00:10.489 ->  ERROR OCCUR  ~
00:00:10.542 ->  BREAK STOP  ~
00:00:10.596 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.648 ->  ERROR OCCUR  ~
00:00:10.700 ->  BREAK STOP  ~
00:00:10.753 ->  ERROR OCCUR  ~
00:00:10.804 ->  BREAK STOP  ~
00:00:10.857 ->  ERROR OCCUR  ~
00:00:10.911 ->  BREAK STOP  ~
00:00:10.963 ->  ERROR OCCUR  ~
00:00:11.016 ->  BREAK STOP  ~
00:00:11.070 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.122 ->  ERROR OCCUR  ~
00:00:11.174 ->  BREAK STOP  ~
00:00:11.229 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.281 ->  ERROR OCCUR  ~
00:00:11.333 ->  BREAK STOP  ~
00:00:11.385 ->  ERROR OCCUR  ~
00:00:11.438 ->  BREAK STOP  ~
00:00:11.490 ->  ERROR OCCUR  ~
00:00:11.542 ->  BREAK STOP  ~
00:00:11.596 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.652 ->  ERROR OCCUR  ~
00:00:11.704 ->  BREAK STOP  ~
00:00:11.758 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.811 ->  ERROR OCCUR  ~
00:00:11.863 ->  BREAK STOP  ~
00:00:11.916 ->  ERROR OCCUR  ~
00:00:11.967 ->  BREAK STOP  ~
00:00:12.019 ->  ERROR OCCUR  ~
00:00:12.071 ->  BREAK STOP  ~
00:00:12.126 ->  (108,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.179 ->  ERROR OCCUR  ~
00:00:12.230 ->  BREAK STOP  ~
00:00:12.283 ->  ERROR OCCUR  ~
00:00:12.338 ->  BREAK STOP  ~
00:00:12.392 ->  (106,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.444 ->  ERROR OCCUR  ~
00:00:12.496 ->  BREAK STOP  ~
00:00:12.549 ->  ERROR OCCUR  ~
00:00:12.601 ->  BREAK STOP  ~
00:00:12.653 ->  ERROR OCCUR  ~
00:00:12.705 ->  BREAK STOP  ~
00:00:12.760 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.812 ->  ERROR OCCUR  ~
00:00:12.864 ->  BREAK STOP  ~
00:00:12.918 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.972 ->  ERROR OCCUR  ~
00:00:13.026 ->  BREAK STOP  ~
00:00:13.078 ->  ERROR OCCUR  ~
00:00:13.130 ->  BREAK STOP  ~
00:00:13.182 ->  ERROR OCCUR  ~
00:00:13.235 ->  BREAK STOP  ~
00:00:13.289 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.341 ->  ERROR OCCUR  ~
00:00:13.393 ->  BREAK STOP  ~
00:00:13.448 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.501 ->  ERROR OCCUR  ~
00:00:13.552 ->  BREAK STOP  ~
00:00:13.605 ->  ERROR OCCUR  ~
00:00:13.657 ->  BREAK STOP  ~
00:00:13.712 ->  ERROR OCCUR  ~
00:00:13.764 ->  BREAK STOP  ~
00:00:13.818 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.871 ->  ERROR OCCUR  ~
00:00:13.923 ->  BREAK STOP  ~
00:00:13.977 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.029 ->  ERROR OCCUR  ~
00:00:14.082 ->  BREAK STOP  ~
00:00:14.134 ->  ERROR OCCUR  ~
00:00:14.186 ->  BREAK STOP  ~
00:00:14.240 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.294 ->  ERROR OCCUR  ~
00:00:14.345 ->  BREAK STOP  ~
00:00:14.402 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.454 ->  ERROR OCCUR  ~
00:00:14.507 ->  BREAK STOP  ~
00:00:14.559 ->  ERROR OCCUR  ~
00:00:14.611 ->  BREAK STOP  ~
00:00:14.663 ->  ERROR OCCUR  ~
00:00:14.715 ->  BREAK STOP  ~
00:00:14.770 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.823 ->  ERROR OCCUR  ~
00:00:14.874 ->  BREAK STOP  ~
00:00:14.928 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.982 ->  ERROR OCCUR  ~
00:00:15.033 ->  BREAK STOP  ~
00:00:15.088 ->  ERROR OCCUR  ~
00:00:15.140 ->  BREAK STOP  ~
00:00:15.195 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.247 ->  ERROR OCCUR  ~
00:00:15.298 ->  BREAK STOP  ~
00:00:15.352 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.406 ->  ERROR OCCUR  ~
00:00:15.457 ->  BREAK STOP  ~
00:00:15.509 ->  ERROR OCCUR  ~
00:00:15.561 ->  BREAK STOP  ~
00:00:15.616 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.668 ->  ERROR OCCUR  ~
00:00:15.720 ->  BREAK STOP  ~
00:00:15.776 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.828 ->  ERROR OCCUR  ~
00:00:15.881 ->  BREAK STOP  ~
00:00:15.933 ->  ERROR OCCUR  ~
00:00:15.985 ->  BREAK STOP  ~
00:00:16.039 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.092 ->  ERROR OCCUR  ~
00:00:16.144 ->  BREAK STOP  ~
00:00:16.197 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.250 ->  ERROR OCCUR  ~
00:00:16.303 ->  BREAK STOP  ~
00:00:16.355 ->  ERROR OCCUR  ~
00:00:16.406 ->  BREAK STOP  ~
00:00:16.463 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.516 ->  ERROR OCCUR  ~
00:00:16.568 ->  BREAK STOP  ~
00:00:16.622 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.674 ->  ERROR OCCUR  ~
00:00:16.727 ->  BREAK STOP  ~
00:00:16.779 ->  ERROR OCCUR  ~
00:00:16.831 ->  BREAK STOP  ~
00:00:16.883 ->  ERROR OCCUR  ~
00:00:16.935 ->  BREAK STOP  ~
00:00:17.005 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:17.058 ->  ERROR OCCUR  ~
00:00:17.110 ->  BREAK STOP  ~
00:00:17.167 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:17.219 ->  ERROR OCCUR  ~
00:00:17.271 ->  BREAK STOP  ~
00:00:17.326 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:17.378 ->  ERROR OCCUR  ~
00:00:17.430 ->  BREAK STOP  ~
00:00:17.482 ->  ERROR OCCUR  ~
00:00:17.534 ->  BREAK STOP  ~
00:00:17.587 ->  ERROR OCCUR  ~
00:00:17.639 ->  BREAK STOP  ~
00:00:17.693 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:17.745 ->  ERROR OCCUR  ~
00:00:17.798 ->  BREAK STOP  ~
00:00:17.854 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:17.907 ->  ERROR OCCUR  ~
00:00:17.958 ->  BREAK STOP  ~
00:00:18.012 ->  ERROR OCCUR  ~
00:00:18.063 ->  BREAK STOP  ~
00:00:18.117 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.170 ->  ERROR OCCUR  ~
00:00:18.223 ->  BREAK STOP  ~
00:00:18.275 ->  ERROR OCCUR  ~
00:00:18.326 ->  BREAK STOP  ~
00:00:18.379 ->  ERROR OCCUR  ~
00:00:18.432 ->  BREAK STOP  ~
00:00:18.484 ->  ERROR OCCUR  ~
00:00:18.535 ->  BREAK STOP  ~
00:00:18.592 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.646 ->  ERROR OCCUR  ~
00:00:18.697 ->  BREAK STOP  ~
00:00:18.751 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.804 ->  ERROR OCCUR  ~
00:00:18.855 ->  BREAK STOP  ~
00:00:18.909 ->  ERROR OCCUR  ~
00:00:18.960 ->  BREAK STOP  ~
00:00:19.014 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.067 ->  ERROR OCCUR  ~
00:00:19.119 ->  BREAK STOP  ~
00:00:19.173 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.229 ->  ERROR OCCUR  ~
00:00:19.280 ->  BREAK STOP  ~
00:00:19.333 ->  ERROR OCCUR  ~
00:00:19.385 ->  BREAK STOP  ~
00:00:19.439 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.492 ->  ERROR OCCUR  ~
00:00:19.544 ->  BREAK STOP  ~
00:00:19.598 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.651 ->  ERROR OCCUR  ~
00:00:19.702 ->  BREAK STOP  ~
00:00:19.756 ->  ERROR OCCUR  ~
00:00:19.808 ->  BREAK STOP  ~
00:00:19.862 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.917 ->  ERROR OCCUR  ~
00:00:19.969 ->  BREAK STOP  ~
00:00:20.023 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.076 ->  ERROR OCCUR  ~
00:00:20.128 ->  BREAK STOP  ~
00:00:20.180 ->  ERROR OCCUR  ~
00:00:20.232 ->  BREAK STOP  ~
00:00:20.285 ->  ERROR OCCUR  ~
00:00:20.337 ->  BREAK STOP  ~
00:00:20.391 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.444 ->  ERROR OCCUR  ~
00:00:20.496 ->  BREAK STOP  ~
00:00:20.550 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.605 ->  ERROR OCCUR  ~
00:00:20.657 ->  BREAK STOP  ~
00:00:20.709 ->  ERROR OCCUR  ~
00:00:20.761 ->  BREAK STOP  ~
00:00:20.815 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.868 ->  ERROR OCCUR  ~
00:00:20.920 ->  BREAK STOP  ~
00:00:20.974 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.026 ->  ERROR OCCUR  ~
00:00:21.078 ->  BREAK STOP  ~
00:00:21.131 ->  ERROR OCCUR  ~
00:00:21.182 ->  BREAK STOP  ~
00:00:21.236 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.292 ->  ERROR OCCUR  ~
00:00:21.343 ->  BREAK STOP  ~
00:00:21.397 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.450 ->  ERROR OCCUR  ~
00:00:21.501 ->  BREAK STOP  ~
00:00:21.554 ->  ERROR OCCUR  ~
00:00:21.606 ->  BREAK STOP  ~
00:00:21.660 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.712 ->  ERROR OCCUR  ~
00:00:21.765 ->  BREAK STOP  ~
00:00:21.819 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:21.871 ->  ERROR OCCUR  ~
00:00:21.922 ->  BREAK STOP  ~
00:00:21.978 ->  ERROR OCCUR  ~
00:00:22.030 ->  BREAK STOP  ~
00:00:22.082 ->  ERROR OCCUR  ~
00:00:22.134 ->  BREAK STOP  ~
00:00:22.189 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:22.242 ->  ERROR OCCUR  ~
00:00:22.293 ->  BREAK STOP  ~
00:00:22.347 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:22.401 ->  ERROR OCCUR  ~
00:00:22.452 ->  BREAK STOP  ~
00:00:22.506 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:22.559 ->  ERROR OCCUR  ~
00:00:22.610 ->  BREAK STOP  ~
00:00:22.668 ->  (109,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:22.720 ->  ERROR OCCUR  ~
00:00:22.772 ->  BREAK STOP  ~
00:00:22.827 ->  (111,109,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:22.879 ->  ERROR OCCUR  ~
00:00:22.931 ->  BREAK STOP  ~
00:00:22.983 ->  ERROR OCCUR  ~
00:00:23.035 ->  BREAK STOP  ~
00:00:23.090 ->  (109,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:23.142 ->  ERROR OCCUR  ~
00:00:23.194 ->  BREAK STOP  ~
00:00:23.248 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:23.304 ->  ERROR OCCUR  ~
00:00:23.356 ->  BREAK STOP  ~
00:00:23.410 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:23.462 ->  ERROR OCCUR  ~
00:00:23.515 ->  BREAK STOP  ~
00:00:23.567 ->  ERROR OCCUR  ~
00:00:23.619 ->  BREAK STOP  ~
00:00:23.673 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:23.726 ->  ERROR OCCUR  ~
00:00:23.778 ->  BREAK STOP  ~
00:00:23.830 ->  ERROR OCCUR  ~
00:00:23.882 ->  BREAK STOP  ~
00:00:23.934 ->  ERROR OCCUR  ~
00:00:23.987 ->  BREAK STOP  ~
00:00:24.044 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:24.096 ->  ERROR OCCUR  ~
00:00:24.148 ->  BREAK STOP  ~
00:00:24.203 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:24.255 ->  ERROR OCCUR  ~
00:00:24.307 ->  BREAK STOP  ~
00:00:24.359 ->  ERROR OCCUR  ~
00:00:24.412 ->  BREAK STOP  ~
00:00:24.466 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:24.518 ->  ERROR OCCUR  ~
00:00:24.570 ->  BREAK STOP  ~
00:00:24.625 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:24.680 ->  ERROR OCCUR  ~
00:00:24.732 ->  BREAK STOP  ~
00:00:24.784 ->  ERROR OCCUR  ~
00:00:24.837 ->  BREAK STOP  ~
00:00:24.889 ->  ERROR OCCUR  ~
00:00:24.941 ->  BREAK STOP  ~
00:00:24.995 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:25.049 ->  ERROR OCCUR  ~
00:00:25.100 ->  BREAK STOP  ~
00:00:25.154 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:25.207 ->  ERROR OCCUR  ~
00:00:25.259 ->  BREAK STOP  ~
00:00:25.312 ->  ERROR OCCUR  ~
00:00:25.363 ->  BREAK STOP  ~
00:00:25.420 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:25.473 ->  ERROR OCCUR  ~
00:00:25.525 ->  BREAK STOP  ~
00:00:25.577 ->  ERROR OCCUR  ~
00:00:25.629 ->  BREAK STOP  ~
00:00:25.681 ->  ERROR OCCUR  ~
00:00:25.734 ->  BREAK STOP  ~
00:00:25.786 ->  ERROR OCCUR  ~
00:00:25.838 ->  BREAK STOP  ~
00:00:25.892 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:25.945 ->  ERROR OCCUR  ~
00:00:25.997 ->  BREAK STOP  ~
00:00:26.051 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:26.106 ->  ERROR OCCUR  ~
00:00:26.159 ->  BREAK STOP  ~
00:00:26.211 ->  ERROR OCCUR  ~
00:00:26.262 ->  BREAK STOP  ~
00:00:26.316 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:26.370 ->  ERROR OCCUR  ~
00:00:26.421 ->  BREAK STOP  ~
00:00:26.475 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:26.527 ->  ERROR OCCUR  ~
00:00:26.579 ->  BREAK STOP  ~
00:00:26.632 ->  ERROR OCCUR  ~
00:00:26.684 ->  BREAK STOP  ~
00:00:26.738 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:26.792 ->  ERROR OCCUR  ~
00:00:26.845 ->  BREAK STOP  ~
00:00:26.899 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:26.951 ->  ERROR OCCUR  ~
00:00:27.003 ->  BREAK STOP  ~
00:00:27.056 ->  ERROR OCCUR  ~
00:00:27.108 ->  BREAK STOP  ~
00:00:27.162 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:27.214 ->  ERROR OCCUR  ~
00:00:27.267 ->  BREAK STOP  ~
00:00:27.321 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:27.373 ->  ERROR OCCUR  ~
00:00:27.431 ->  BREAK STOP  ~
00:00:27.485 ->  ERROR OCCUR  ~
00:00:27.537 ->  BREAK STOP  ~
00:00:27.592 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:27.644 ->  ERROR OCCUR  ~
00:00:27.697 ->  BREAK STOP  ~
00:00:27.752 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:27.804 ->  ERROR OCCUR  ~
00:00:27.856 ->  BREAK STOP  ~
00:00:27.910 ->  ERROR OCCUR  ~
00:00:27.962 ->  BREAK STOP  ~
00:00:28.016 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:28.069 ->  ERROR OCCUR  ~
00:00:28.125 ->  BREAK STOP  ~
00:00:28.179 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:28.231 ->  ERROR OCCUR  ~
00:00:28.283 ->  BREAK STOP  ~
00:00:28.337 ->  ERROR OCCUR  ~
00:00:28.389 ->  BREAK STOP  ~
00:00:28.443 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:28.496 ->  ERROR OCCUR  ~
00:00:28.549 ->  BREAK STOP  ~
00:00:28.603 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:28.656 ->  ERROR OCCUR  ~
00:00:28.708 ->  BREAK STOP  ~
00:00:28.762 ->  ERROR OCCUR  ~
00:00:28.816 ->  BREAK STOP  ~
00:00:28.869 ->  ERROR OCCUR  ~
00:00:28.921 ->  BREAK STOP  ~
00:00:28.976 ->  (108,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:29.029 ->  ERROR OCCUR  ~
00:00:29.081 ->  BREAK STOP  ~
00:00:29.135 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:29.189 ->  ERROR OCCUR  ~
00:00:29.241 ->  BREAK STOP  ~
00:00:29.293 ->  ERROR OCCUR  ~
00:00:29.345 ->  BREAK STOP  ~
00:00:29.400 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:29.453 ->  ERROR OCCUR  ~
00:00:29.508 ->  BREAK STOP  ~
00:00:29.560 ->  ERROR OCCUR  ~
00:00:29.613 ->  BREAK STOP  ~
00:00:29.666 ->  ERROR OCCUR  ~
00:00:29.718 ->  BREAK STOP  ~
00:00:29.772 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:29.837 ->  ERROR OCCUR  ~
00:00:29.889 ->  BREAK STOP  ~
00:00:29.944 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:29.997 ->  ERROR OCCUR  ~
00:00:30.049 ->  BREAK STOP  ~
00:00:30.102 ->  ERROR OCCUR  ~
00:00:30.154 ->  BREAK STOP  ~
00:00:30.209 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:30.264 ->  ERROR OCCUR  ~
00:00:30.316 ->  BREAK STOP  ~
00:00:30.371 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:30.424 ->  ERROR OCCUR  ~
00:00:30.476 ->  BREAK STOP  ~
00:00:30.529 ->  ERROR OCCUR  ~
00:00:30.581 ->  BREAK STOP  ~
00:00:30.636 ->  (106,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:30.689 ->  ERROR OCCUR  ~
00:00:30.741 ->  BREAK STOP  ~
00:00:30.793 ->  ERROR OCCUR  ~
00:00:30.845 ->  BREAK STOP  ~
00:00:30.899 ->  ERROR OCCUR  ~
00:00:30.953 ->  BREAK STOP  ~
00:00:31.008 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:31.060 ->  ERROR OCCUR  ~
00:00:31.113 ->  BREAK STOP  ~
00:00:31.168 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:31.220 ->  ERROR OCCUR  ~
00:00:31.272 ->  BREAK STOP  ~
00:00:31.326 ->  ERROR OCCUR  ~
00:00:31.378 ->  BREAK STOP  ~
00:00:31.430 ->  ERROR OCCUR  ~
00:00:31.482 ->  BREAK STOP  ~
00:00:31.537 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:31.590 ->  ERROR OCCUR  ~
00:00:31.645 ->  BREAK STOP  ~
00:00:31.699 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:31.752 ->  ERROR OCCUR  ~
