00:00:33.907 ->  SD OK~
00:00:33.994 ->  BREAK STOP~
00:00:34.259 ->  Controller Err~
00:00:35.526 ->  START~
00:00:44.693 ->  ERROR OCCUR  ~
00:00:44.755 ->  BREAK STOP  ~
00:00:44.819 ->  ERROR OCCUR  ~
00:00:44.881 ->  BREAK STOP  ~
00:00:44.947 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:45.011 ->  ERROR OCCUR  ~
00:00:45.074 ->  BREAK STOP  ~
00:00:45.139 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:45.203 ->  ERROR OCCUR  ~
00:00:45.268 ->  BREAK STOP  ~
00:00:45.334 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:45.398 ->  ERROR OCCUR  ~
00:00:45.461 ->  BREAK STOP  ~
00:00:45.524 ->  ERROR OCCUR  ~
00:00:45.587 ->  BREAK STOP  ~
00:00:45.652 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:45.716 ->  ERROR OCCUR  ~
00:00:45.779 ->  BREAK STOP  ~
00:00:45.845 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:45.908 ->  ERROR OCCUR  ~
00:00:45.971 ->  BREAK STOP  ~
00:00:46.034 ->  ERROR OCCUR  ~
00:00:46.101 ->  BREAK STOP  ~
00:00:46.166 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:46.229 ->  ERROR OCCUR  ~
00:00:46.292 ->  BREAK STOP  ~
00:00:46.356 ->  ERROR OCCUR  ~
00:00:46.419 ->  BREAK STOP  ~
00:00:46.483 ->  ERROR OCCUR  ~
00:00:46.545 ->  BREAK STOP  ~
00:00:46.610 ->  ERROR OCCUR  ~
00:00:46.672 ->  BREAK STOP  ~
00:00:46.738 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:46.801 ->  ERROR OCCUR  ~
00:00:46.865 ->  BREAK STOP  ~
00:00:46.932 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:46.996 ->  ERROR OCCUR  ~
00:00:47.059 ->  BREAK STOP  ~
00:00:47.123 ->  ERROR OCCUR  ~
00:00:47.185 ->  BREAK STOP  ~
00:00:47.250 ->  ERROR OCCUR  ~
00:00:47.312 ->  BREAK STOP  ~
00:00:47.378 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:47.441 ->  ERROR OCCUR  ~
00:00:47.504 ->  BREAK STOP  ~
00:00:47.569 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:47.634 ->  ERROR OCCUR  ~
00:00:47.696 ->  BREAK STOP  ~
00:00:47.764 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:47.827 ->  ERROR OCCUR  ~
00:00:47.891 ->  BREAK STOP  ~
00:00:47.955 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:48.019 ->  ERROR OCCUR  ~
00:00:48.082 ->  BREAK STOP  ~
00:00:48.146 ->  ERROR OCCUR  ~
00:00:48.208 ->  BREAK STOP  ~
00:00:48.274 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:48.337 ->  ERROR OCCUR  ~
00:00:48.400 ->  BREAK STOP  ~
00:00:48.463 ->  ERROR OCCUR  ~
00:00:48.527 ->  BREAK STOP  ~
00:00:48.594 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:48.658 ->  ERROR OCCUR  ~
00:00:48.720 ->  BREAK STOP  ~
00:00:48.784 ->  ERROR OCCUR  ~
00:00:48.847 ->  BREAK STOP  ~
00:00:48.911 ->  ERROR OCCUR  ~
00:00:48.973 ->  BREAK STOP  ~
00:00:49.039 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:49.102 ->  ERROR OCCUR  ~
00:00:49.165 ->  BREAK STOP  ~
00:00:49.230 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:49.294 ->  ERROR OCCUR  ~
00:00:49.356 ->  BREAK STOP  ~
00:00:49.425 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:49.488 ->  ERROR OCCUR  ~
00:00:49.552 ->  BREAK STOP  ~
00:00:49.616 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:49.681 ->  ERROR OCCUR  ~
00:00:49.743 ->  BREAK STOP  ~
00:00:49.807 ->  ERROR OCCUR  ~
00:00:49.870 ->  BREAK STOP  ~
00:00:49.934 ->  ERROR OCCUR  ~
00:00:49.996 ->  BREAK STOP  ~
00:00:50.060 ->  ERROR OCCUR  ~
00:00:50.123 ->  BREAK STOP  ~
00:00:50.189 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:50.255 ->  ERROR OCCUR  ~
00:00:50.318 ->  BREAK STOP  ~
00:00:50.383 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:50.447 ->  ERROR OCCUR  ~
00:00:50.509 ->  BREAK STOP  ~
00:00:50.575 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:50.638 ->  ERROR OCCUR  ~
00:00:50.702 ->  BREAK STOP  ~
00:00:50.765 ->  ERROR OCCUR  ~
00:00:50.828 ->  BREAK STOP  ~
00:00:50.893 ->  (106,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:50.957 ->  ERROR OCCUR  ~
00:00:51.020 ->  BREAK STOP  ~
00:00:51.088 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:51.151 ->  ERROR OCCUR  ~
00:00:51.215 ->  BREAK STOP  ~
00:00:51.280 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:51.344 ->  ERROR OCCUR  ~
00:00:51.407 ->  BREAK STOP  ~
00:00:51.472 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:51.536 ->  ERROR OCCUR  ~
00:00:51.599 ->  BREAK STOP  ~
00:00:51.664 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:51.728 ->  ERROR OCCUR  ~
00:00:51.791 ->  BREAK STOP  ~
00:00:51.859 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:51.922 ->  ERROR OCCUR  ~
00:00:51.986 ->  BREAK STOP  ~
00:00:52.050 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:52.115 ->  ERROR OCCUR  ~
00:00:52.177 ->  BREAK STOP  ~
00:00:52.241 ->  ERROR OCCUR  ~
00:00:52.304 ->  BREAK STOP  ~
00:00:52.370 ->  (106,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:52.433 ->  ERROR OCCUR  ~
00:00:52.497 ->  BREAK STOP  ~
00:00:52.560 ->  ERROR OCCUR  ~
00:00:52.638 ->  BREAK STOP  ~
00:00:52.705 ->  ERROR OCCUR  ~
00:00:52.767 ->  BREAK STOP  ~
00:00:52.831 ->  ERROR OCCUR  ~
00:00:52.894 ->  BREAK STOP  ~
00:00:52.959 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:53.023 ->  ERROR OCCUR  ~
00:00:53.086 ->  BREAK STOP  ~
00:00:53.151 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:53.215 ->  ERROR OCCUR  ~
00:00:53.278 ->  BREAK STOP  ~
00:00:53.343 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:53.407 ->  ERROR OCCUR  ~
00:00:53.470 ->  BREAK STOP  ~
00:00:53.538 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:53.602 ->  ERROR OCCUR  ~
00:00:53.664 ->  BREAK STOP  ~
00:00:53.728 ->  ERROR OCCUR  ~
00:00:53.791 ->  BREAK STOP  ~
00:00:53.855 ->  ERROR OCCUR  ~
00:00:53.917 ->  BREAK STOP  ~
00:00:53.982 ->  ERROR OCCUR  ~
00:00:54.044 ->  BREAK STOP  ~
00:00:54.110 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:54.173 ->  ERROR OCCUR  ~
00:00:54.236 ->  BREAK STOP  ~
00:00:54.301 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:54.368 ->  ERROR OCCUR  ~
00:00:54.430 ->  BREAK STOP  ~
00:00:54.494 ->  ERROR OCCUR  ~
00:00:54.557 ->  BREAK STOP  ~
00:00:54.622 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:54.686 ->  ERROR OCCUR  ~
00:00:54.749 ->  BREAK STOP  ~
00:00:54.814 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:54.878 ->  ERROR OCCUR  ~
00:00:54.940 ->  BREAK STOP  ~
00:00:55.006 ->  (108,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:55.069 ->  ERROR OCCUR  ~
00:00:55.132 ->  BREAK STOP  ~
00:00:55.199 ->  (106,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:55.263 ->  ERROR OCCUR  ~
00:00:55.326 ->  BREAK STOP  ~
00:00:55.390 ->  ERROR OCCUR  ~
00:00:55.452 ->  BREAK STOP  ~
00:00:55.516 ->  ERROR OCCUR  ~
00:00:55.578 ->  BREAK STOP  ~
00:00:55.643 ->  ERROR OCCUR  ~
00:00:55.705 ->  BREAK STOP  ~
00:00:55.771 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:55.834 ->  ERROR OCCUR  ~
00:00:55.897 ->  BREAK STOP  ~
00:00:55.962 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:56.029 ->  ERROR OCCUR  ~
00:00:56.091 ->  BREAK STOP  ~
00:00:56.155 ->  ERROR OCCUR  ~
00:00:56.218 ->  BREAK STOP  ~
00:00:56.283 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:56.347 ->  ERROR OCCUR  ~
00:00:56.410 ->  BREAK STOP  ~
00:00:56.475 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:56.539 ->  ERROR OCCUR  ~
00:00:56.602 ->  BREAK STOP  ~
00:00:56.666 ->  ERROR OCCUR  ~
00:00:56.728 ->  BREAK STOP  ~
00:00:56.792 ->  ERROR OCCUR  ~
00:00:56.855 ->  BREAK STOP  ~
00:00:56.923 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:56.987 ->  ERROR OCCUR  ~
00:00:57.050 ->  BREAK STOP  ~
00:00:57.115 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:57.179 ->  ERROR OCCUR  ~
00:00:57.241 ->  BREAK STOP  ~
00:00:57.306 ->  ERROR OCCUR  ~
00:00:57.368 ->  BREAK STOP  ~
00:00:57.434 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:57.497 ->  ERROR OCCUR  ~
00:00:57.561 ->  BREAK STOP  ~
00:00:57.625 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:57.692 ->  ERROR OCCUR  ~
00:00:57.755 ->  BREAK STOP  ~
00:00:57.820 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:57.884 ->  ERROR OCCUR  ~
00:00:57.947 ->  BREAK STOP  ~
00:00:58.012 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:58.076 ->  ERROR OCCUR  ~
00:00:58.139 ->  BREAK STOP  ~
00:00:58.203 ->  ERROR OCCUR  ~
00:00:58.265 ->  BREAK STOP  ~
00:00:58.331 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:58.394 ->  ERROR OCCUR  ~
00:00:58.458 ->  BREAK STOP  ~
00:00:58.523 ->  ERROR OCCUR  ~
00:00:58.587 ->  BREAK STOP  ~
00:00:58.650 ->  ERROR OCCUR  ~
00:00:58.714 ->  BREAK STOP  ~
00:00:58.779 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:58.843 ->  ERROR OCCUR  ~
00:00:58.905 ->  BREAK STOP  ~
00:00:58.971 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:59.034 ->  ERROR OCCUR  ~
00:00:59.098 ->  BREAK STOP  ~
00:00:59.161 ->  ERROR OCCUR  ~
00:00:59.224 ->  BREAK STOP  ~
00:00:59.288 ->  ERROR OCCUR  ~
00:00:59.351 ->  BREAK STOP  ~
00:00:59.418 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:59.482 ->  ERROR OCCUR  ~
00:00:59.545 ->  BREAK STOP  ~
00:00:59.611 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:59.674 ->  ERROR OCCUR  ~
00:00:59.738 ->  BREAK STOP  ~
00:00:59.801 ->  ERROR OCCUR  ~
00:00:59.864 ->  BREAK STOP  ~
00:00:59.927 ->  ERROR OCCUR  ~
00:00:59.991 ->  BREAK STOP  ~
00:01:00.056 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:00.120 ->  ERROR OCCUR  ~
00:01:00.182 ->  BREAK STOP  ~
00:01:00.250 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:00.314 ->  ERROR OCCUR  ~
00:01:00.377 ->  BREAK STOP  ~
00:01:00.440 ->  ERROR OCCUR  ~
00:01:00.504 ->  BREAK STOP  ~
00:01:00.567 ->  ERROR OCCUR  ~
00:01:00.631 ->  BREAK STOP  ~
00:01:00.695 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:00.759 ->  ERROR OCCUR  ~
00:01:00.822 ->  BREAK STOP  ~
00:01:00.888 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:01:00.951 ->  ERROR OCCUR  ~
00:01:01.014 ->  BREAK STOP  ~
00:01:01.082 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:01.146 ->  ERROR OCCUR  ~
00:01:01.208 ->  BREAK STOP  ~
00:01:01.274 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:01.337 ->  ERROR OCCUR  ~
00:01:01.401 ->  BREAK STOP  ~
00:01:01.464 ->  ERROR OCCUR  ~
00:01:01.527 ->  BREAK STOP  ~
00:01:01.592 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:01.656 ->  ERROR OCCUR  ~
00:01:01.719 ->  BREAK STOP  ~
00:01:01.783 ->  ERROR OCCUR  ~
00:01:01.845 ->  BREAK STOP  ~
00:01:01.912 ->  ERROR OCCUR  ~
00:01:01.974 ->  BREAK STOP  ~
00:01:02.040 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:02.103 ->  ERROR OCCUR  ~
00:01:02.167 ->  BREAK STOP  ~
00:01:02.231 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:02.296 ->  ERROR OCCUR  ~
00:01:02.358 ->  BREAK STOP  ~
00:01:02.422 ->  ERROR OCCUR  ~
00:01:02.485 ->  BREAK STOP  ~
00:01:02.548 ->  ERROR OCCUR  ~
00:01:02.611 ->  BREAK STOP  ~
00:01:02.676 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:02.747 ->  ERROR OCCUR  ~
00:01:02.811 ->  BREAK STOP  ~
00:01:02.876 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:02.941 ->  ERROR OCCUR  ~
00:01:03.003 ->  BREAK STOP  ~
00:01:03.070 ->  (108,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:03.133 ->  ERROR OCCUR  ~
00:01:03.197 ->  BREAK STOP  ~
00:01:03.262 ->  (106,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:03.327 ->  ERROR OCCUR  ~
00:01:03.390 ->  BREAK STOP  ~
00:01:03.454 ->  ERROR OCCUR  ~
00:01:03.517 ->  BREAK STOP  ~
00:01:03.579 ->  ERROR OCCUR  ~
00:01:03.642 ->  BREAK STOP  ~
00:01:03.706 ->  ERROR OCCUR  ~
00:01:03.769 ->  BREAK STOP  ~
00:01:03.835 ->  (108,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:03.899 ->  ERROR OCCUR  ~
00:01:03.963 ->  BREAK STOP  ~
00:01:04.026 ->  ERROR OCCUR  ~
00:01:04.090 ->  BREAK STOP  ~
00:01:04.155 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:04.220 ->  ERROR OCCUR  ~
00:01:04.283 ->  BREAK STOP  ~
00:01:04.347 ->  ERROR OCCUR  ~
00:01:04.412 ->  BREAK STOP  ~
00:01:04.478 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:04.542 ->  ERROR OCCUR  ~
00:01:04.606 ->  BREAK STOP  ~
00:01:04.671 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:04.736 ->  ERROR OCCUR  ~
00:01:04.798 ->  BREAK STOP  ~
00:01:04.865 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:04.928 ->  ERROR OCCUR  ~
00:01:04.992 ->  BREAK STOP  ~
00:01:05.055 ->  ERROR OCCUR  ~
00:01:05.119 ->  BREAK STOP  ~
00:01:05.184 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:05.252 ->  ERROR OCCUR  ~
00:01:05.315 ->  BREAK STOP  ~
00:01:05.379 ->  ERROR OCCUR  ~
00:01:05.442 ->  BREAK STOP  ~
00:01:05.506 ->  ERROR OCCUR  ~
00:01:05.569 ->  BREAK STOP  ~
00:01:05.634 ->  ERROR OCCUR  ~
00:01:05.697 ->  BREAK STOP  ~
00:01:05.763 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:05.826 ->  ERROR OCCUR  ~
00:01:05.890 ->  BREAK STOP  ~
00:01:05.955 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:06.020 ->  ERROR OCCUR  ~
00:01:06.085 ->  BREAK STOP  ~
00:01:06.151 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:06.215 ->  ERROR OCCUR  ~
00:01:06.279 ->  BREAK STOP  ~
00:01:06.344 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:06.409 ->  ERROR OCCUR  ~
00:01:06.471 ->  BREAK STOP  ~
00:01:06.536 ->  ERROR OCCUR  ~
00:01:06.599 ->  BREAK STOP  ~
00:01:06.663 ->  ERROR OCCUR  ~
00:01:06.726 ->  BREAK STOP  ~
00:01:06.791 ->  ERROR OCCUR  ~
00:01:06.854 ->  BREAK STOP  ~
00:01:06.920 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:06.987 ->  ERROR OCCUR  ~
00:01:07.050 ->  BREAK STOP  ~
00:01:07.116 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:07.179 ->  ERROR OCCUR  ~
00:01:07.243 ->  BREAK STOP  ~
00:01:07.307 ->  ERROR OCCUR  ~
00:01:07.369 ->  BREAK STOP  ~
00:01:07.434 ->  ERROR OCCUR  ~
00:01:07.497 ->  BREAK STOP  ~
00:01:07.563 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:07.628 ->  ERROR OCCUR  ~
00:01:07.690 ->  BREAK STOP  ~
00:01:07.757 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:01:07.823 ->  ERROR OCCUR  ~
00:01:07.887 ->  BREAK STOP  ~
00:01:07.950 ->  ERROR OCCUR  ~
