00:00:02.698 ->  SD OK
00:00:21.069 ->  Speed:1.42 km/hr 
00:00:21.174 ->  Battery :12.11 V
00:00:21.218 ->  Speed:1.42 km/hr 
00:00:21.325 ->  Battery :12.12 V
00:00:21.369 ->  Speed:1.42 km/hr 
00:00:21.476 ->  Battery :12.09 V
00:00:21.520 ->  Speed:1.42 km/hr 
00:00:21.627 ->  Battery :12.11 V
00:00:21.671 ->  Speed:1.42 km/hr 
00:00:21.778 ->  Battery :12.09 V
00:00:21.822 ->  Speed:1.42 km/hr 
