00:00:03.249 ->  SD OK~
00:00:03.324 ->  BREAK STOP~
00:00:03.578 ->  Controller Err~
00:00:04.835 ->  START~
00:00:09.257 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.311 ->  ERROR OCCUR  ~
00:00:09.363 ->  BREAK STOP  ~
00:00:09.416 ->  ERROR OCCUR  ~
00:00:09.468 ->  BREAK STOP  ~
00:00:09.522 ->  ERROR OCCUR  ~
00:00:09.576 ->  BREAK STOP  ~
00:00:09.630 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:09.683 ->  ERROR OCCUR  ~
00:00:09.736 ->  BREAK STOP  ~
00:00:09.790 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.843 ->  ERROR OCCUR  ~
00:00:09.895 ->  BREAK STOP  ~
00:00:09.950 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.003 ->  ERROR OCCUR  ~
00:00:10.054 ->  BREAK STOP  ~
00:00:10.109 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.162 ->  ERROR OCCUR  ~
00:00:10.217 ->  BREAK STOP  ~
00:00:10.271 ->  (108,109,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:10.323 ->  ERROR OCCUR  ~
00:00:10.376 ->  BREAK STOP  ~
00:00:10.430 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.483 ->  ERROR OCCUR  ~
00:00:10.535 ->  BREAK STOP  ~
00:00:10.590 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.643 ->  ERROR OCCUR  ~
00:00:10.695 ->  BREAK STOP  ~
00:00:10.747 ->  ERROR OCCUR  ~
00:00:10.800 ->  BREAK STOP  ~
00:00:10.855 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.910 ->  ERROR OCCUR  ~
00:00:10.962 ->  BREAK STOP  ~
00:00:11.015 ->  ERROR OCCUR  ~
00:00:11.068 ->  BREAK STOP  ~
00:00:11.122 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.175 ->  ERROR OCCUR  ~
00:00:11.228 ->  BREAK STOP  ~
00:00:11.280 ->  ERROR OCCUR  ~
00:00:11.332 ->  BREAK STOP  ~
00:00:11.385 ->  ERROR OCCUR  ~
00:00:11.438 ->  BREAK STOP  ~
00:00:11.491 ->  ERROR OCCUR  ~
00:00:11.543 ->  BREAK STOP  ~
00:00:11.597 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.653 ->  ERROR OCCUR  ~
00:00:11.705 ->  BREAK STOP  ~
00:00:11.760 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.813 ->  ERROR OCCUR  ~
00:00:11.866 ->  BREAK STOP  ~
00:00:11.918 ->  ERROR OCCUR  ~
00:00:11.971 ->  BREAK STOP  ~
00:00:12.023 ->  ERROR OCCUR  ~
00:00:12.076 ->  BREAK STOP  ~
00:00:12.129 ->  ERROR OCCUR  ~
00:00:12.181 ->  BREAK STOP  ~
00:00:12.235 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
